,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,id
14,0.807,0.595,-7.19,0.0325,2.44e-05,0.392,92.491,0.31,0,1,4,2VzCjpKvPB1l1tqLndtAQa
15,0.782,0.884,-4.039,0.0402,0.00023,0.915,94.934,0.227,6,0,4,2pxz6kTVvEUdMwwoeMs70P
16,0.681,0.664,-8.019,0.0353,0.0,0.861,102.166,0.335,6,0,3,6WYB1odDfMPVMyp1QxFInT
17,0.688,0.525,-6.566,0.0623,0.0,0.717,76.398,0.455,11,1,4,4AGPU9325LRTIBsBSJ5v75
18,0.651,0.617,-6.808,0.173,0.0,0.826,143.936,0.218,9,0,3,4Dg3WEqGpBbSu4EKjudiwV
19,0.761,0.658,-7.188,0.0429,1.55e-06,0.895,125.036,0.292,11,1,3,6YOfGIE6iFxC7G8OlGGvzW
20,0.434,0.207,-11.805,0.035,8.01e-05,0.435,181.204,0.877,2,0,3,2BaBwcllqDMkoD9184xOxP
21,0.713,0.915,-2.703,0.0764,0.0,0.957,148.061,0.124,7,0,3,1SlPNQ3vAF56AiHr6Ul6jM
22,0.728,0.725,-3.849,0.0346,1.68e-06,0.389,96.504,0.152,10,1,3,19vV1i1AluuK7mQcJmM5GZ
23,0.909,0.594,-5.745,0.107,0.000218,0.946,114.9,0.237,7,1,1,3xICQbK4Hmb0DGjpDsD83j
24,0.807,0.665,-6.961,0.0497,0.0,0.864,127.909,0.0185,9,0,3,4t46soaqA758rbukTO5pp1
25,0.741,0.542,-4.726,0.0262,0.0,0.763,79.998,0.368,8,1,5,2r69ZhXm40bzjGIPdRvaqk
26,0.643,0.632,-7.032,0.0552,0.0,0.711,175.052,0.794,5,1,4,4gcVqUyT7lj281442LiBYV
27,0.642,0.607,-8.766,0.0338,0.0,0.72,105.393,0.366,5,0,3,3lbCkWmaQKphoT2ZWdQrQs
28,0.888,0.607,-5.918,0.0378,2.74e-06,0.899,124.964,0.574,8,1,4,1HruIuiCO9N3UsDnypp4QT
29,0.478,0.732,-4.342,0.0779,3.34e-06,0.664,184.819,0.363,4,0,3,0tKl8ZVM6xJkhznvJAS3Nq
30,0.784,0.734,-6.007,0.0553,0.0,0.668,98.053,0.25,5,1,4,4uk8GguFehn7djGvFJTUUT
31,0.743,0.544,-7.483,0.03,0.0,0.637,94.967,0.463,2,0,4,2a8yglXvNw07OWu4lO2ByG
32,0.699,0.541,-4.943,0.0826,0.0,0.365,98.395,0.0628,0,1,4,6TBzRwnX2oYd8aOrOuyK1p
33,0.785,0.863,-4.599,0.0893,0.0,0.962,130.132,0.0883,7,0,3,1UMm1Qs3u59Wvk53zBUE8r
34,0.845,0.642,-5.19,0.0945,0.0,0.833,104.975,0.143,2,1,4,6ICVAdLNgkyd0k30kVDkFi
35,0.641,0.628,-6.67,0.0319,0.0,0.36,89.868,0.0424,0,0,4,0IGpYzIRYza9qAdhFUQrU9
36,0.675,0.725,-4.766,0.0334,0.0,0.469,92.513,0.0839,4,0,3,24teIhDYO2RocTA2v5dY0r
37,0.773,0.796,-3.321,0.0506,0.028,0.823,128.246,0.744,10,1,3,5pzdnCfGS2uz5XjXx6gem3
38,0.702,0.483,-7.99,0.0524,0.000131,0.769,138.842,0.366,3,0,3,1Fuc3pBiPFxAeSJoO8tDh5
39,0.793,0.476,-10.515,0.0406,0.0,0.578,129.992,0.132,5,0,4,2TJKY0WSFufZOzbRNgl6zE
40,0.531,0.539,-2.967,0.0308,0.0,0.5,173.156,0.463,3,1,3,7oey14Rg8UhqMCQjOp0OST
41,0.52,0.829,-4.416,0.0384,1.79e-05,0.875,133.831,0.0903,8,0,4,2paeYYXnOdupO6YytD4MRl
42,0.677,0.657,-4.657,0.0596,0.0,0.812,116.225,0.498,1,0,1,279gdvickeQgmRt3EHBtNg
43,0.835,0.534,-4.551,0.0352,0.0,0.889,104.987,0.532,8,1,3,3opTNcoH22CTN1XMtf6tw3
44,0.778,0.835,-3.598,0.0767,0.0,0.666,140.082,0.152,11,0,4,5XVdHRf4CAJ2Jm0uMIy5qY
45,0.776,0.701,-5.223,0.0254,0.0,0.603,112.032,0.513,9,1,3,3wlIAXSDtlD9iU8ysld06Z
46,0.787,0.469,-5.503,0.039,0.0,0.923,106.995,0.653,5,1,4,6981hdSOqG8tP6xTqaySa1
47,0.703,0.429,-9.076,0.0308,1.48e-06,0.416,129.034,0.783,8,1,4,0qCPD6ilr9nXkI4KVZgcns
48,0.743,0.495,-6.992,0.0375,8.23e-06,0.512,134.933,0.2,7,0,3,5SHXikmjPwChjvpVIeYkMf
49,0.668,0.758,-5.176,0.0332,1.89e-05,0.834,147.989,0.483,5,0,3,3dnP0JxCgygwQH9Gm7q7nb
0,0.447,0.449,-10.634,0.0376,0.961,0.036,92.468,0.934,2,1,4,4BTPwdNcGQK2GQxwvKkiZI
1,0.202,0.161,-22.956,0.0484,0.891,0.187,166.287,0.989,10,0,4,6z720DAWxYJL5SacdZLlEN
2,0.325,0.216,-17.214,0.0352,0.861,0.109,99.635,0.977,9,0,3,0dn7lN2ky5BnUJNoELXh3i
3,0.332,0.0525,-24.1,0.0388,0.891,0.097,78.853,0.991,0,1,3,2k2MprlqkmDMKKOOWGREzW
4,0.701,0.341,-12.26,0.0418,0.903,0.163,105.513,0.499,1,0,3,4gmhjAsvL6c7se2PBh7dHw
5,0.258,0.179,-13.822,0.0454,4.49e-05,0.446,72.795,0.876,2,0,3,20nMssNxX89e7YMoT0gpFQ
6,0.0975,0.0483,-27.155,0.0473,0.305,0.0601,81.53,0.621,5,0,4,6VhExWbPovba3QfMY1sw7U
7,0.29,0.177,-15.928,0.0364,0.944,0.0706,115.306,0.896,0,1,3,3x5EerSpxWhkSvLKQ87U2S
8,0.14,0.166,-18.0,0.0401,0.817,0.0369,74.41,0.82,10,0,4,3IbO32QxBvn6bgyzjmqsJy
9,0.147,0.0457,-19.188,0.042,0.927,0.0364,138.942,0.96,0,1,1,5FOHBhUtWl2x5Z6qflA8nd
10,0.374,0.351,-10.522,0.044,0.71,0.0852,82.56,0.832,2,1,4,6yPUtBVbbSpp7khUpcmcDu
11,0.19,0.02,-33.983,0.0489,0.897,0.114,214.261,0.994,11,0,4,20BUmbjIRXr7MnGjNaC2R2
12,0.37,0.0076,-33.663,0.0384,0.91,0.278,62.668,0.995,4,1,4,3NbAsIxDL0fVgNuCLD152P
13,0.299,0.357,-13.535,0.0325,0.91,0.0391,92.314,0.774,1,0,4,4Q0VPrw0jgRB7onKAtRnFG
14,0.358,0.276,-17.937,0.0325,0.938,0.127,149.038,0.62,10,0,3,2W69qiB0iKaPrYmPeVpnB1
15,0.304,0.0668,-24.4,0.0396,0.905,0.0868,107.53,0.994,11,0,3,0Ko2qQT3o92wj6wVFckr6J
16,0.175,0.212,-14.073,0.0374,0.86,0.128,132.026,0.85,6,1,3,47kA4ykK0Rlwjf8oV2HMo7
17,0.0797,0.0543,-17.539,0.0393,0.825,0.0361,81.466,0.98,7,1,4,50MGKn5CGI8es0itdbs851
18,0.415,0.00977,-35.055,0.0409,0.965,0.142,91.468,0.993,10,1,4,2md3xXPRJz9dIyFZi8MNyY
19,0.243,0.11,-20.122,0.0441,0.894,0.0386,83.265,0.508,4,1,4,6eZXxcFFDaAcAli6LsEJdF
20,0.429,0.258,-16.967,0.0549,0.893,0.0972,78.809,0.957,7,0,1,3Dgmyz32dxvtxvUTPS0CUI
21,0.404,0.0545,-19.837,0.0532,0.486,0.294,70.468,0.836,5,1,4,4zdQ0Tx3rbYaBmgG22fYUH
22,0.138,0.189,-15.733,0.0394,0.279,0.0729,91.207,0.896,2,0,4,0x1rnXl24iJl8xZFMkoyNv
23,0.297,0.0214,-32.398,0.0658,0.934,0.132,212.349,0.995,5,1,4,0yIM3MDx8UTwueyoZJobsb
24,0.155,0.0612,-21.803,0.0439,0.868,0.0361,91.989,0.941,7,1,3,06mi7oiYv5pftvpFU784jc
25,0.194,0.0269,-34.472,0.0413,0.963,0.137,171.966,0.993,5,1,4,7EmiVtjY6KsnDgroaePON5
26,0.109,0.0693,-21.196,0.0388,0.931,0.0411,58.869,0.986,8,1,4,0LrA0EtiJsr4tDHIGw82OW
27,0.287,0.0894,-20.391,0.036,0.971,0.0362,108.271,0.838,0,1,4,7i6aVrjKTpxz0I2G3IubY9
28,0.394,0.133,-19.88,0.0513,0.102,0.414,116.711,0.793,7,1,4,5bmp5QR3Dwb5r9kgEX8kF3
29,0.153,0.0569,-20.918,0.0355,0.941,0.0371,100.151,0.971,0,1,4,5yrUw3CtVT8BQuhsDdniW1
30,0.43,0.0788,-21.539,0.0314,0.909,0.123,98.35,0.995,1,0,4,4fm8QxhBYRmmxU3Kp1pi3p
31,0.392,0.0152,-30.684,0.0424,0.885,0.12,74.963,0.996,6,0,4,2mNQl3DEWtkrwKllwYpxi0
32,0.449,0.267,-15.301,0.0288,0.934,0.104,88.003,0.977,10,1,4,4RTmPGLfkrUJgfFAJOzWil
33,0.257,0.109,-21.356,0.0597,0.867,0.307,75.02,0.9,7,1,4,61dYvvfIRtIDFuqZypPAta
34,0.236,0.108,-27.586,0.0388,0.896,0.444,134.989,0.99,9,1,4,72CwEwj0LHNDMgH2zXCa1f
35,0.163,0.021,-26.363,0.0478,0.884,0.0367,129.627,0.955,5,1,4,09I7DjJtkvTPORULHE7yCY
36,0.0615,0.193,-14.944,0.038,0.925,0.0419,48.828,0.847,5,0,3,4SsC4oX1tyBUFBSy4Gbw2l
37,0.45,0.275,-11.48,0.0374,0.0711,0.311,140.094,0.51,8,1,4,2fuiA0FQANMrcr2jXMc0nP
38,0.366,0.00533,-34.215,0.045,0.934,0.188,76.436,0.995,3,1,4,1pcsXJHyzP8YXVOMH3Noox
39,0.0977,0.0639,-26.691,0.0402,0.9,0.0395,88.025,0.919,7,1,3,3gpLoUSz1JsLb97VXUTtB5
40,0.325,0.19,-14.988,0.0395,0.585,0.14,118.507,0.956,0,1,4,6nQImNsFZlgsn9KeMbkjJT
41,0.18,0.221,-11.331,0.0468,0.709,0.227,81.641,0.947,10,1,4,4vy1RotKCE0qpxw3GZyLXS
42,0.42,0.09,-23.951,0.0416,0.912,0.203,80.019,0.944,6,0,4,1k3ZB5BjdvFTsryiCjbVkd
43,0.16,0.0922,-21.167,0.0494,0.921,0.0499,62.858,0.947,1,1,4,3h3dJgoTzyn1N6HN8Lan5g
44,0.293,0.275,-13.281,0.0326,0.958,0.157,106.786,0.963,3,0,4,2B7DzfgaMkfVVv9pT2q43P
45,0.287,0.00562,-38.358,0.0417,0.906,0.219,77.57,0.995,4,0,4,5YDqSImE2uQDn7K7Gw6uvN
