,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature
9,0.441,0.599,-8.985,0.225,0.00198,0.35,165.212,0.333,0,1,4
10,0.601,0.741,-5.569,0.0478,2.91e-05,0.441,153.96,0.185,2,1,4
11,0.554,0.832,-6.07,0.0387,8.26e-06,0.649,121.031,0.00468,4,1,4
12,0.442,0.612,-7.222,0.112,5.7e-06,0.178,180.917,0.584,2,1,4
13,0.591,0.585,-6.35,0.0277,0.0,0.324,110.94,0.143,2,1,4
14,0.565,0.636,-8.198,0.0638,9.9e-06,0.525,170.01,0.107,0,1,4
15,0.628,0.593,-5.036,0.0323,1.65e-06,0.104,125.026,0.093,8,1,4
16,0.41,0.611,-8.271,0.0467,0.0,0.0899,185.727,0.0228,4,0,3
17,0.695,0.62,-8.082,0.0521,5.43e-05,0.62,150.032,0.0881,8,0,4
18,0.675,0.781,-5.404,0.0306,0.0143,0.534,122.989,0.0801,4,0,4
19,0.695,0.573,-8.597,0.106,0.0734,0.408,99.939,0.46,4,0,4
20,0.516,0.467,-6.184,0.0302,0.0,0.386,132.861,0.662,0,1,4
21,0.824,0.624,-9.728,0.0827,0.000189,0.248,102.012,0.781,0,1,4
22,0.386,0.592,-7.299,0.374,0.0,0.161,146.879,0.363,11,1,4
23,0.717,0.671,-5.077,0.0337,2.54e-06,0.699,110.054,0.0018,0,0,4
24,0.595,0.784,-4.878,0.102,0.0,0.479,124.111,0.216,1,1,4
25,0.742,0.527,-6.892,0.0769,0.0,0.638,84.974,0.327,8,0,4
26,0.76,0.371,-8.964,0.0531,0.0,0.653,138.023,0.00772,6,1,4
27,0.376,0.43,-6.585,0.0328,0.0,0.129,77.599,0.0902,0,0,3
28,0.719,0.922,-6.091,0.0338,0.000163,0.964,133.113,0.523,11,1,4
29,0.662,0.673,-5.968,0.0412,0.0,0.713,137.793,0.02,2,0,4
30,0.871,0.372,-9.077,0.0413,1.6e-06,0.608,110.011,0.253,0,0,4
31,0.668,0.618,-4.639,0.0607,0.0,0.389,120.951,0.125,10,1,4
32,0.582,0.585,-7.679,0.0675,0.0,0.102,129.91,0.0991,2,1,4
33,0.536,0.59,-6.57,0.239,0.000351,0.257,180.135,0.107,2,1,4
34,0.661,0.651,-3.771,0.0499,1.32e-05,0.368,87.46,0.117,7,0,4
