,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature
10,0.795,0.336,-10.65,0.112,0.934,0.428,75.968,0.685,10,0,4
11,0.604,0.236,-17.119,0.0382,0.881,0.057,77.997,0.947,8,0,4
12,0.639,0.265,-12.847,0.0299,0.835,0.135,74.994,0.693,9,1,4
13,0.804,0.351,-10.686,0.244,0.888,0.74,76.992,0.887,8,0,4
14,0.666,0.253,-16.196,0.119,0.887,0.181,129.971,0.906,0,0,4
15,0.633,0.137,-16.827,0.0309,0.911,0.164,66.036,0.943,0,1,4
16,0.871,0.374,-13.797,0.0951,0.912,0.557,134.962,0.881,2,1,4
17,0.768,0.466,-9.748,0.233,0.933,0.454,70.087,0.95,7,0,4
18,0.559,0.0458,-18.97,0.0706,0.899,0.268,74.194,0.947,7,1,4
19,0.422,0.0909,-23.049,0.0546,0.886,0.0981,69.004,0.871,5,0,4
20,0.548,0.208,-16.603,0.0383,0.716,0.0581,75.977,0.862,3,1,4
21,0.645,0.306,-7.424,0.0287,0.0669,0.131,76.976,0.786,5,1,4
22,0.574,0.246,-11.081,0.0477,0.92,0.37,148.132,0.788,4,1,3
23,0.457,0.0722,-20.875,0.0392,0.823,0.111,105.035,0.94,3,1,4
24,0.661,0.0737,-16.044,0.0333,0.872,0.102,87.0,0.789,9,0,4
25,0.612,0.17,-18.742,0.041,0.894,0.103,144.198,0.84,10,0,4
26,0.643,0.0408,-17.989,0.039,0.921,0.152,130.014,0.825,5,1,4
27,0.603,0.42,-16.018,0.0453,0.938,0.455,111.971,0.924,9,0,4
28,0.633,0.138,-17.371,0.0849,0.946,0.0397,77.0,0.958,10,1,3
29,0.891,0.347,-10.08,0.0847,0.931,0.331,132.972,0.941,11,1,4
30,0.688,0.429,-10.072,0.0597,0.872,0.426,151.958,0.545,11,1,4
31,0.545,0.285,-11.17,0.0326,0.857,0.0692,75.032,0.696,11,1,4
32,0.807,0.425,-9.155,0.031,0.92,0.222,136.009,0.89,7,1,4
33,0.697,0.351,-13.939,0.286,0.874,0.477,78.396,0.95,0,1,4
34,0.793,0.115,-15.647,0.0798,0.929,0.0774,119.992,0.661,4,1,4
35,0.665,0.164,-14.281,0.0531,0.793,0.121,74.999,0.63,11,0,4
36,0.301,0.0413,-24.391,0.0397,0.939,0.0591,217.918,0.921,8,1,4
37,0.782,0.221,-24.134,0.0704,0.85,0.0891,104.005,0.592,7,1,4
38,0.675,0.0844,-21.666,0.0391,0.928,0.11,62.007,0.716,5,0,4
39,0.391,0.258,-11.681,0.118,0.877,0.336,149.376,0.922,11,1,4
40,0.714,0.231,-18.208,0.0664,0.937,0.18,130.012,0.712,2,1,4
41,0.706,0.159,-17.476,0.0351,0.944,0.188,127.842,0.912,0,0,4
42,0.645,0.621,-9.618,0.115,0.816,0.462,179.971,0.384,10,1,4
43,0.529,0.125,-21.309,0.0347,0.803,0.125,77.983,0.906,4,0,4
44,0.74,0.403,-12.952,0.0664,0.896,0.312,119.966,0.378,2,0,4
45,0.47,0.176,-18.13,0.0294,0.883,0.0348,69.986,0.99,6,0,4
46,0.65,0.319,-7.9,0.0358,0.916,0.404,75.996,0.778,5,0,4
47,0.73,0.158,-13.153,0.138,0.939,0.444,70.022,0.813,6,1,4
48,0.624,0.379,-7.806,0.0288,0.842,0.336,72.996,0.899,5,1,4
49,0.778,0.313,-10.421,0.249,0.969,0.789,140.009,0.863,9,0,4
50,0.675,0.392,-9.457,0.0299,0.865,0.116,143.959,0.734,10,1,4
51,0.709,0.337,-9.09,0.0468,0.916,0.288,128.088,0.921,9,0,4
52,0.665,0.301,-10.919,0.0353,0.806,0.317,157.994,0.575,8,1,4
53,0.79,0.427,-15.717,0.058,0.911,0.292,129.996,0.751,5,1,4
54,0.566,0.185,-12.833,0.0279,0.933,0.0399,143.937,0.98,2,1,4
55,0.789,0.366,-9.795,0.129,0.422,0.172,71.008,0.835,9,0,4
56,0.733,0.253,-12.311,0.036,0.928,0.317,74.077,0.861,11,0,4
57,0.697,0.611,-8.532,0.0333,0.866,0.496,140.013,0.21,8,1,4
58,0.551,0.24,-19.865,0.0387,0.951,0.156,58.031,0.73,11,0,4
59,0.827,0.432,-10.647,0.057,0.781,0.502,146.036,0.134,11,0,4
60,0.466,0.235,-13.283,0.0828,0.868,0.361,56.521,0.905,7,1,4
61,0.648,0.576,-8.513,0.0254,0.878,0.189,145.043,0.921,7,0,4
62,0.919,0.203,-13.614,0.0577,0.886,0.266,120.043,0.908,6,0,4
63,0.722,0.16,-19.151,0.0377,0.948,0.265,119.985,0.963,4,1,4
64,0.52,0.316,-16.799,0.0331,0.928,0.377,80.148,0.297,3,0,4
65,0.623,0.153,-20.865,0.0342,0.902,0.306,119.982,0.521,9,0,4
66,0.685,0.529,-10.362,0.106,0.89,0.363,79.981,0.34,2,1,4
67,0.757,0.244,-14.789,0.0661,0.865,0.298,130.128,0.896,11,0,4
68,0.87,0.334,-11.023,0.0878,0.958,0.583,120.135,0.61,1,1,4
69,0.845,0.143,-14.408,0.146,0.939,0.3,124.007,0.806,0,1,4
70,0.75,0.274,-10.486,0.0379,0.903,0.376,129.921,0.698,0,1,4
71,0.824,0.454,-11.809,0.0682,0.903,0.49,80.03,0.277,2,1,4
72,0.64,0.0581,-14.81,0.0572,0.848,0.476,134.343,0.76,10,1,4
73,0.814,0.187,-13.354,0.291,0.841,0.643,84.891,0.931,1,0,4
74,0.797,0.295,-16.332,0.0511,0.911,0.4,128.041,0.888,0,1,4
75,0.396,0.283,-14.746,0.0577,0.92,0.0695,79.878,0.901,11,0,4
76,0.694,0.192,-12.407,0.0305,0.903,0.182,144.009,0.763,6,0,4
77,0.858,0.172,-13.287,0.13,0.928,0.323,155.988,0.547,5,1,4
78,0.63,0.393,-16.468,0.0372,0.88,0.0732,81.979,0.917,4,1,4
79,0.774,0.364,-12.557,0.0606,0.863,0.957,168.042,0.445,5,1,4
80,0.538,0.0758,-26.319,0.0372,0.923,0.187,115.986,0.97,4,1,4
81,0.771,0.251,-14.208,0.0721,0.909,0.189,130.252,0.72,6,0,4
82,0.63,0.344,-10.97,0.224,0.868,0.217,145.325,0.685,0,1,4
83,0.69,0.64,-9.29,0.0333,0.782,0.481,127.987,0.793,5,1,4
84,0.739,0.226,-15.118,0.0332,0.685,0.339,120.07,0.829,0,0,4
85,0.896,0.0859,-16.803,0.426,0.92,0.0863,140.209,0.802,3,0,4
86,0.572,0.318,-8.156,0.0352,0.908,0.0882,120.038,0.548,0,1,4
87,0.703,0.253,-14.971,0.0334,0.927,0.0814,93.076,0.679,3,1,4
88,0.49,0.471,-11.225,0.275,0.88,0.385,157.982,0.504,2,0,4
89,0.514,0.376,-10.183,0.054,0.86,0.279,170.011,0.719,11,0,4
90,0.564,0.321,-12.044,0.0333,0.897,0.0475,65.018,0.752,10,1,4
91,0.622,0.234,-15.541,0.0393,0.912,0.175,73.943,0.856,10,1,4
92,0.637,0.0325,-27.582,0.038,0.887,0.213,120.0,0.969,7,1,4
93,0.684,0.221,-10.915,0.0918,0.831,0.331,80.02,0.61,4,0,4
94,0.872,0.203,-16.246,0.243,0.924,0.458,144.062,0.922,4,1,4
95,0.769,0.108,-18.875,0.0977,0.914,0.374,140.033,0.877,11,0,4
96,0.366,0.391,-11.479,0.137,0.921,0.487,168.572,0.915,6,0,3
97,0.633,0.0435,-24.955,0.038,0.953,0.0817,110.057,0.898,6,1,4
98,0.852,0.494,-9.571,0.374,0.685,0.611,81.98,0.558,1,0,4
99,0.578,0.086,-26.764,0.0742,0.896,0.537,159.884,0.542,5,0,4
100,0.814,0.317,-13.792,0.123,0.927,0.922,143.971,0.928,6,0,4
101,0.705,0.21,-13.271,0.0722,0.873,0.89,145.043,0.156,0,1,4
102,0.764,0.397,-10.825,0.137,0.95,0.244,80.014,0.46,9,0,4
103,0.617,0.47,-13.3,0.0298,0.526,0.427,75.008,0.401,6,0,4
104,0.623,0.448,-11.336,0.0568,0.947,0.257,80.012,0.201,1,1,4
105,0.717,0.203,-17.308,0.349,0.895,0.149,165.975,0.525,9,0,4
106,0.734,0.311,-9.609,0.0678,0.901,0.122,154.01,0.807,11,1,4
107,0.696,0.535,-7.959,0.15,0.84,0.706,159.999,0.442,0,0,4
108,0.687,0.261,-17.769,0.0768,0.797,0.316,79.962,0.921,1,0,3
109,0.36,0.486,-7.278,0.043,0.861,0.499,76.398,0.336,5,1,4
110,0.682,0.47,-7.236,0.132,0.936,0.602,80.005,0.583,9,0,4
111,0.696,0.378,-12.505,0.044,0.531,0.104,158.036,0.21,7,0,4
112,0.681,0.338,-14.745,0.316,0.897,0.85,180.169,0.911,6,1,4
113,0.688,0.288,-10.079,0.164,0.952,0.383,169.968,0.151,1,0,4
114,0.733,0.301,-8.049,0.12,0.784,0.744,160.015,0.919,3,0,4
115,0.749,0.359,-10.431,0.0922,0.963,0.506,78.994,0.855,0,0,4
116,0.821,0.127,-10.238,0.054,0.903,0.279,160.102,0.0573,2,0,4
117,0.674,0.254,-10.518,0.0531,0.279,0.139,149.906,0.423,2,0,4
118,0.594,0.0586,-24.054,0.0699,0.539,0.0604,83.035,0.813,10,1,4
119,0.608,0.619,-8.79,0.0341,0.893,0.466,159.996,0.831,5,0,4
120,0.556,0.304,-10.522,0.0341,0.918,0.214,84.014,0.682,11,0,4
121,0.643,0.321,-16.409,0.0534,0.929,0.0949,83.044,0.642,2,1,4
122,0.695,0.357,-10.132,0.04,0.922,0.785,90.035,0.304,5,0,4
123,0.662,0.484,-6.697,0.0731,0.883,0.197,83.741,0.685,6,0,4
124,0.586,0.12,-13.705,0.0506,0.942,0.0974,84.858,0.736,2,0,4
125,0.375,0.15,-20.322,0.0316,0.902,0.143,145.704,0.98,1,1,4
126,0.739,0.39,-13.246,0.0439,0.918,0.49,121.989,0.837,9,1,4
127,0.584,0.391,-15.753,0.118,0.857,0.533,75.007,0.481,1,0,4
128,0.858,0.429,-8.93,0.0428,0.925,0.374,86.979,0.81,9,0,4
129,0.777,0.107,-14.494,0.189,0.411,0.756,84.985,0.398,8,0,4
130,0.641,0.0755,-23.352,0.0336,0.743,0.173,129.995,0.972,11,0,3
131,0.727,0.159,-17.761,0.0648,0.836,0.439,81.99,0.811,2,1,4
132,0.638,0.447,-10.275,0.0503,0.943,0.351,149.912,0.0636,8,0,4
133,0.814,0.371,-12.864,0.295,0.255,0.273,123.97,0.784,2,1,4
134,0.755,0.31,-12.582,0.0895,0.694,0.555,79.984,0.452,0,0,4
135,0.432,0.526,-9.081,0.0597,0.892,0.0707,209.788,0.325,11,1,5
136,0.491,0.352,-12.051,0.129,0.844,0.615,180.117,0.682,6,1,4
137,0.809,0.565,-6.092,0.755,0.258,0.73,184.053,0.0939,10,0,3
138,0.656,0.186,-14.348,0.0822,0.963,0.0379,132.837,0.688,6,0,1
139,0.517,0.0924,-26.142,0.031,0.935,0.131,108.054,0.942,2,1,4
140,0.543,0.137,-14.278,0.128,0.907,0.175,201.071,0.881,8,0,3
141,0.599,0.145,-21.312,0.0412,0.809,0.175,75.008,0.933,4,1,4
142,0.767,0.275,-19.038,0.1,0.903,0.438,142.036,0.958,9,0,4
143,0.585,0.206,-20.08,0.0331,0.945,0.162,89.999,0.905,1,1,4
144,0.693,0.295,-17.106,0.0354,0.928,0.143,137.966,0.887,7,1,4
145,0.574,0.569,-11.912,0.111,0.884,0.486,87.745,0.43,1,1,4
146,0.538,0.205,-13.082,0.229,0.799,0.113,156.418,0.944,6,1,4
147,0.676,0.627,-10.518,0.085,0.828,0.356,75.997,0.102,6,0,4
148,0.6,0.244,-16.465,0.046,0.949,0.229,140.109,0.904,6,0,4
149,0.436,0.356,-9.368,0.0727,0.466,0.272,179.891,0.739,9,0,4
150,0.712,0.394,-15.784,0.0353,0.905,0.372,139.986,0.887,0,1,4
151,0.73,0.285,-17.048,0.151,0.941,0.516,88.993,0.747,4,0,4
152,0.74,0.29,-17.081,0.0662,0.811,0.282,74.996,0.543,0,0,4
153,0.604,0.148,-17.468,0.0388,0.495,0.2,84.961,0.832,11,0,4
154,0.688,0.446,-13.313,0.0642,0.543,0.711,80.043,0.863,10,0,4
155,0.602,0.277,-8.066,0.443,0.963,0.209,180.525,0.889,3,1,4
156,0.604,0.434,-6.879,0.0362,0.925,0.772,74.281,0.418,0,0,4
157,0.719,0.0634,-18.635,0.238,0.405,0.386,82.995,0.886,1,1,4
158,0.848,0.399,-12.899,0.166,0.0581,0.744,75.113,0.924,6,1,4
159,0.629,0.351,-13.094,0.485,0.607,0.781,179.888,0.204,6,1,4
160,0.781,0.213,-16.152,0.145,0.926,0.215,79.991,0.953,11,1,4
161,0.619,0.166,-18.281,0.0533,0.931,0.111,73.001,0.948,2,1,4
162,0.516,0.332,-13.637,0.0404,0.906,0.0671,187.751,0.927,4,1,4
163,0.485,0.124,-19.666,0.0323,0.857,0.0399,75.015,0.936,0,0,4
164,0.637,0.261,-13.354,0.03,0.844,0.461,94.049,0.622,3,0,4
165,0.891,0.2,-8.932,0.386,0.826,0.358,80.007,0.781,2,0,4
166,0.798,0.392,-13.796,0.0804,0.0292,0.783,74.987,0.372,1,1,4
167,0.741,0.345,-8.672,0.0548,0.651,0.0566,78.975,0.731,10,1,4
168,0.458,0.505,-10.529,0.168,0.552,0.247,181.116,0.678,2,0,4
169,0.786,0.127,-15.264,0.0804,0.946,0.706,149.99,0.766,1,1,4
170,0.542,0.222,-13.097,0.0723,0.902,0.332,82.989,0.933,1,1,4
171,0.657,0.143,-17.612,0.0381,0.907,0.204,80.02,0.946,9,0,4
172,0.843,0.443,-9.557,0.0563,0.787,0.744,146.028,0.389,4,0,4
173,0.638,0.535,-8.449,0.0378,0.496,0.333,82.028,0.134,7,0,4
174,0.663,0.331,-13.215,0.0657,0.864,0.612,171.971,0.395,5,0,4
175,0.651,0.185,-13.987,0.0407,0.832,0.185,77.963,0.823,2,1,4
176,0.633,0.407,-9.965,0.187,0.789,0.0869,170.098,0.566,0,1,4
177,0.749,0.157,-11.044,0.0406,0.891,0.39,81.98,0.589,11,0,4
178,0.791,0.279,-8.994,0.0678,0.868,0.208,80.016,0.127,3,0,4
179,0.714,0.388,-13.037,0.102,0.734,0.0461,82.006,0.583,3,0,4
180,0.556,0.383,-11.318,0.0324,0.651,0.13,72.062,0.66,2,0,4
181,0.698,0.255,-12.056,0.0516,0.861,0.131,84.936,0.938,1,0,4
182,0.72,0.355,-12.626,0.0464,0.877,0.414,148.009,0.896,6,0,4
183,0.583,0.126,-21.052,0.0418,0.849,0.0747,79.989,0.945,5,0,4
184,0.689,0.497,-13.936,0.0667,0.883,0.102,80.022,0.055,4,0,4
185,0.441,0.107,-14.111,0.114,0.845,0.104,140.764,0.955,7,0,4
186,0.757,0.42,-8.926,0.0415,0.894,0.304,139.98,0.464,5,1,4
187,0.756,0.356,-8.615,0.0377,0.843,0.505,144.045,0.807,0,1,4
188,0.649,0.247,-12.651,0.0275,0.83,0.0951,139.984,0.922,1,1,4
189,0.662,0.218,-14.564,0.0572,0.773,0.153,80.02,0.54,4,0,4
190,0.635,0.414,-8.048,0.0496,0.811,0.347,82.937,0.125,7,1,4
191,0.827,0.397,-14.867,0.0438,0.879,0.474,128.53,0.836,10,0,4
192,0.724,0.368,-9.775,0.0392,0.681,0.309,130.042,0.494,1,1,4
193,0.628,0.434,-13.652,0.0795,0.885,0.227,169.978,0.538,0,1,4
194,0.77,0.23,-12.436,0.0813,0.87,0.396,130.074,0.898,4,1,4
195,0.59,0.413,-11.14,0.0304,0.872,0.163,85.017,0.89,2,1,4
196,0.713,0.405,-8.935,0.0513,0.933,0.0708,121.881,0.821,3,0,4
197,0.446,0.247,-13.502,0.381,0.92,0.0995,210.851,0.828,11,0,3
198,0.836,0.243,-12.435,0.361,0.892,0.562,84.896,0.676,11,0,4
199,0.745,0.739,-10.641,0.126,0.915,0.46,176.041,0.00795,4,0,4
200,0.69,0.24,-9.004,0.0402,0.908,0.554,160.09,0.331,1,0,4
201,0.666,0.491,-11.832,0.0283,0.861,0.59,79.993,0.356,0,1,4
202,0.55,0.26,-17.491,0.0628,0.752,0.103,140.037,0.893,9,0,4
0,0.895,0.58,-7.373,0.199,0.000589,0.368,122.55,0.713,1,0,4
1,0.53,0.595,-7.114,0.0852,0.396,0.572,134.689,0.599,5,0,4
2,0.292,0.604,-4.447,0.0764,0.0,0.625,173.233,0.3,5,0,4
3,0.424,0.568,-7.294,0.166,0.0,0.43,96.666,0.259,11,0,4
4,0.628,0.652,-6.065,0.0543,0.00157,0.552,104.075,0.0106,4,0,4
5,0.735,0.328,-9.584,0.0681,0.000307,0.323,140.077,0.373,5,0,4
6,0.624,0.524,-7.034,0.0434,0.0,0.546,130.078,0.323,2,1,4
7,0.714,0.428,-7.829,0.283,2.52e-06,0.721,138.912,0.694,6,0,4
8,0.672,0.594,-7.172,0.0473,0.0,0.226,80.999,0.131,9,0,4
9,0.633,0.535,-6.577,0.189,1.34e-05,0.718,170.013,0.0878,7,0,4
10,0.776,0.537,-5.459,0.0406,0.0316,0.586,82.02,0.531,10,0,4
11,0.804,0.493,-5.165,0.0433,0.000427,0.276,139.998,0.178,1,1,4
12,0.733,0.551,-6.958,0.0439,0.000188,0.503,132.853,0.381,7,1,4
13,0.512,0.256,-10.424,0.0293,0.0,0.214,88.021,0.893,7,1,4
14,0.82,0.557,-9.728,0.121,0.856,0.247,140.027,0.324,9,0,4
15,0.803,0.6,-6.533,0.0485,0.00542,0.524,103.039,0.243,9,1,4
16,0.503,0.463,-7.508,0.0438,0.0,0.214,103.13,0.204,7,0,4
17,0.256,0.378,-7.664,0.0281,0.00794,0.264,92.602,0.71,4,0,4
18,0.914,0.391,-12.704,0.128,0.327,0.575,92.003,0.541,0,1,4
19,0.636,0.667,-7.927,0.192,0.0,0.442,97.003,0.494,9,0,4
20,0.392,0.333,-9.99,0.0679,0.00056,0.368,145.017,0.872,10,1,4
21,0.455,0.549,-10.255,0.0616,0.0657,0.219,152.02,0.518,1,1,4
22,0.666,0.272,-12.654,0.037,4.61e-05,0.4,108.789,0.692,4,0,5
23,0.422,0.315,-8.019,0.0281,2.49e-05,0.265,76.326,0.639,5,0,3
24,0.76,0.363,-9.8,0.32,0.0,0.655,90.992,0.576,1,0,4
25,0.626,0.309,-10.397,0.0433,1.31e-05,0.369,117.94,0.85,1,1,4
26,0.698,0.331,-11.443,0.271,0.0,0.147,96.932,0.528,6,0,4
27,0.775,0.662,-7.755,0.0408,0.0648,0.257,112.014,0.117,10,1,4
28,0.654,0.544,-8.194,0.0357,0.00557,0.448,97.029,0.208,6,1,4
29,0.574,0.176,-10.924,0.213,0.437,0.497,78.929,0.928,8,0,4
30,0.517,0.534,-10.059,0.0424,0.00427,0.401,82.53,0.232,10,0,4
31,0.718,0.519,-8.3,0.0569,0.00277,0.661,89.984,0.367,1,1,4
32,0.774,0.611,-7.077,0.126,0.0,0.808,100.011,0.108,6,1,4
33,0.633,0.458,-7.231,0.0822,0.0,0.374,77.932,0.159,0,1,4
34,0.486,0.503,-7.345,0.281,0.0,0.684,77.176,0.0987,10,0,4
35,0.484,0.511,-5.619,0.227,0.00847,0.496,144.652,0.794,8,0,4
36,0.622,0.229,-12.052,0.0504,0.0786,0.206,113.477,0.65,7,0,5
37,0.526,0.213,-12.993,0.0873,0.000863,0.269,81.3,0.888,8,0,4
38,0.771,0.587,-6.217,0.0612,0.000149,0.739,90.981,0.0724,10,0,4
39,0.709,0.488,-6.292,0.0401,0.0294,0.491,138.022,0.059,6,0,4
40,0.705,0.478,-5.311,0.0514,0.00256,0.686,141.016,0.428,0,0,4
41,0.601,0.436,-7.068,0.0442,0.0,0.268,133.968,0.521,4,0,4
42,0.634,0.494,-9.168,0.0632,0.000224,0.496,75.038,0.124,0,0,4
43,0.46,0.563,-7.686,0.109,0.000592,0.327,128.998,0.923,9,0,4
44,0.625,0.586,-8.406,0.093,2.6e-05,0.381,140.045,0.245,10,0,4
45,0.637,0.377,-11.913,0.0625,0.000714,0.314,128.01,0.114,5,0,4
46,0.74,0.542,-7.909,0.0379,0.000551,0.462,120.017,0.0683,9,0,4
47,0.683,0.201,-14.991,0.0773,0.0073,0.246,107.899,0.892,1,0,3
48,0.693,0.503,-3.647,0.0279,0.00153,0.426,76.119,0.0155,10,1,3
49,0.598,0.311,-14.259,0.295,0.0614,0.34,127.425,0.696,9,1,4
50,0.617,0.496,-10.892,0.217,0.00192,0.386,81.787,0.168,5,1,4
51,0.615,0.447,-11.032,0.119,3.05e-05,0.377,101.843,0.382,4,0,4
52,0.474,0.512,-9.453,0.0464,1.04e-05,0.27,174.895,0.172,1,1,4
53,0.569,0.684,-4.87,0.115,0.0,0.445,90.003,0.0266,7,1,4
54,0.604,0.639,-5.315,0.0321,3.91e-06,0.356,142.071,0.057,6,1,4
55,0.585,0.638,-6.68,0.249,0.0,0.382,142.178,0.0742,8,0,4
56,0.291,0.376,-11.91,0.0502,2.04e-05,0.174,178.399,0.0354,7,1,4
57,0.762,0.48,-6.595,0.0471,0.0,0.598,127.95,0.611,10,0,4
58,0.399,0.362,-8.146,0.0446,6.37e-05,0.2,137.061,0.848,7,1,4
59,0.595,0.698,-6.513,0.328,0.0,0.622,156.072,0.526,11,0,4
60,0.563,0.367,-10.258,0.0971,0.00148,0.373,89.986,0.608,6,1,4
61,0.428,0.26,-8.751,0.0292,1.18e-06,0.364,81.074,0.959,9,0,4
62,0.653,0.335,-12.293,0.0526,0.633,0.0906,98.042,0.419,1,1,4
63,0.673,0.452,-8.909,0.075,0.358,0.389,91.985,0.0175,1,0,4
64,0.553,0.478,-8.392,0.0602,0.332,0.353,74.047,0.301,11,0,4
65,0.76,0.587,-10.224,0.0425,0.389,0.868,99.137,0.333,2,1,4
66,0.462,0.331,-8.794,0.0432,0.0,0.604,141.364,0.911,9,0,3
67,0.468,0.479,-8.084,0.0582,6.53e-06,0.471,113.574,0.62,8,1,4
68,0.468,0.503,-7.915,0.101,0.0,0.347,80.51,0.685,1,1,4
69,0.583,0.621,-7.084,0.1,0.000242,0.472,90.337,0.577,1,1,4
70,0.62,0.356,-8.619,0.0975,0.00014,0.375,79.62,0.403,0,1,4
71,0.661,0.34,-9.919,0.18,1.91e-05,0.664,108.723,0.499,1,0,4
72,0.583,0.39,-11.553,0.12,2.17e-05,0.325,103.47,0.707,11,0,4
73,0.644,0.26,-10.239,0.233,3.74e-06,0.367,74.67,0.76,8,0,4
74,0.775,0.497,-5.5,0.111,0.00171,0.409,93.092,0.0111,5,0,4
75,0.51,0.463,-8.4,0.188,0.000226,0.533,108.598,0.496,5,0,4
76,0.571,0.212,-16.206,0.044,0.28,0.39,94.164,0.56,5,1,4
77,0.694,0.439,-7.56,0.0628,1.25e-06,0.298,118.896,0.323,5,0,4
78,0.29,0.328,-11.551,0.0415,0.0113,0.129,106.895,0.819,7,0,4
79,0.456,0.511,-8.685,0.0304,0.000468,0.179,80.082,0.355,7,1,3
80,0.551,0.571,-4.2,0.0381,0.0,0.299,141.859,0.166,1,0,3
81,0.595,0.267,-10.23,0.0308,0.0,0.229,105.205,0.836,0,1,4
82,0.564,0.384,-10.007,0.134,0.0,0.764,97.766,0.753,4,0,4
83,0.708,0.339,-9.49,0.037,0.0238,0.423,109.885,0.88,7,0,4
84,0.785,0.47,-6.42,0.0329,1.12e-06,0.0569,120.006,0.137,7,0,4
85,0.521,0.392,-8.287,0.0876,0.0,0.31,144.793,0.727,11,0,4
86,0.616,0.602,-7.949,0.245,0.0,0.349,150.886,0.357,1,0,4
87,0.553,0.5,-4.923,0.262,0.0139,0.471,193.585,0.614,0,1,4
88,0.817,0.469,-7.495,0.202,0.24,0.327,98.94,0.293,2,1,4
89,0.715,0.426,-11.326,0.107,0.000761,0.588,110.025,0.347,1,1,4
90,0.571,0.551,-8.606,0.0333,0.00523,0.38,96.007,0.04,3,0,4
91,0.36,0.39,-9.011,0.034,8.5e-06,0.119,88.735,0.619,8,1,4
92,0.739,0.429,-12.039,0.047,0.000114,0.797,89.013,0.0028,8,0,4
93,0.836,0.598,-5.829,0.448,2.89e-06,0.908,159.997,0.242,8,1,4
94,0.837,0.394,-9.03,0.0424,1.26e-06,0.616,100.047,0.0738,7,1,4
95,0.734,0.345,-8.24,0.311,4.28e-05,0.38,74.99,0.42,5,0,4
96,0.334,0.212,-10.07,0.0355,0.000112,0.206,79.925,0.908,4,0,4
97,0.423,0.275,-13.862,0.18,0.0118,0.192,80.416,0.942,9,0,3
98,0.323,0.261,-13.651,0.0348,0.00975,0.241,86.441,0.933,11,1,5
99,0.353,0.454,-5.8,0.0422,0.00364,0.269,96.156,0.0365,1,1,3
100,0.568,0.549,-10.462,0.0547,0.00211,0.204,90.035,0.207,0,0,4
101,0.451,0.484,-9.786,0.0755,0.0,0.254,111.227,0.189,1,1,4
102,0.628,0.484,-8.336,0.0396,8.62e-06,0.496,113.842,0.343,3,0,4
103,0.576,0.428,-11.262,0.0311,0.0155,0.12,140.026,0.137,5,1,4
104,0.526,0.459,-8.784,0.164,0.0,0.342,139.387,0.464,0,0,4
105,0.363,0.249,-10.914,0.0441,0.000435,0.256,84.949,0.937,3,0,4
106,0.397,0.544,-6.284,0.0555,1.97e-06,0.341,87.81,0.377,0,1,4
107,0.61,0.441,-6.001,0.109,6.89e-05,0.512,183.736,0.0137,5,0,4
108,0.668,0.879,-5.226,0.0467,0.00326,0.807,90.047,0.0374,6,0,4
109,0.676,0.596,-6.777,0.214,0.0,0.468,124.636,0.105,5,0,4
110,0.572,0.507,-9.555,0.0534,0.0,0.709,132.947,0.59,1,0,4
111,0.595,0.676,-4.915,0.412,0.0,0.586,139.806,0.169,6,0,4
112,0.674,0.17,-14.727,0.0373,0.0215,0.309,106.048,0.738,6,1,3
113,0.522,0.679,-4.82,0.261,5.92e-05,0.682,96.208,0.565,7,0,4
114,0.421,0.65,-5.954,0.0906,0.0,0.313,105.654,0.417,7,1,4
115,0.602,0.344,-7.89,0.149,0.0,0.315,137.702,0.513,7,1,3
116,0.63,0.369,-13.21,0.296,0.000412,0.456,167.932,0.48,7,0,4
117,0.499,0.488,-6.161,0.0601,0.0,0.311,124.739,0.615,8,1,3
118,0.66,0.544,-5.427,0.378,0.0,0.424,87.228,0.762,1,0,4
119,0.669,0.661,-7.41,0.0378,2.95e-05,0.213,119.979,0.0442,1,1,4
120,0.592,0.405,-11.953,0.0797,2.05e-05,0.538,76.574,0.575,11,1,4
121,0.63,0.432,-7.071,0.0369,9e-05,0.339,122.119,0.221,6,0,4
122,0.715,0.454,-12.105,0.101,0.0,0.721,119.546,0.536,3,0,4
123,0.768,0.4,-7.902,0.0558,2.9e-05,0.284,137.771,0.905,8,1,1
124,0.747,0.467,-11.25,0.1,0.173,0.735,150.066,0.571,7,1,4
125,0.411,0.529,-8.888,0.0779,3.58e-05,0.639,92.697,0.684,0,1,4
126,0.689,0.458,-6.074,0.112,0.000135,0.0909,75.273,0.374,9,0,4
127,0.834,0.577,-7.645,0.0969,0.235,0.578,97.039,0.0328,6,0,4
128,0.606,0.729,-4.473,0.0619,1.73e-06,0.527,80.052,0.24,7,0,4
129,0.632,0.566,-6.698,0.131,1.14e-06,0.841,180.112,0.0583,11,0,4
130,0.333,0.421,-9.553,0.0343,6.44e-05,0.0859,113.197,0.526,7,1,3
131,0.426,0.463,-6.573,0.0437,0.0,0.691,93.127,0.818,3,0,4
132,0.773,0.563,-6.669,0.047,0.264,0.712,89.992,0.428,9,1,4
133,0.727,0.254,-13.025,0.216,0.848,0.506,81.025,0.541,1,1,4
134,0.578,0.172,-11.422,0.0491,0.0,0.421,141.757,0.675,0,1,3
135,0.625,0.441,-9.952,0.0526,0.194,0.456,92.071,0.0795,11,0,4
