,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,id
26,0.47,0.297,-6.979,0.0535,0.933,0.337,77.375,0.926,10,1,1,2s32Bxpb4A6O4tn8ya6Xst
27,0.575,0.604,-6.93,0.364,0.827,0.515,180.166,0.874,0,1,4,4U5WqVdkISyQaKIlAOICAt
28,0.748,0.589,-7.938,0.0827,0.514,0.669,79.951,0.0349,2,1,4,4gEpB17YYmSOiSzqlkrMRW
29,0.748,0.363,-11.747,0.0727,0.635,0.525,89.99,0.304,8,0,4,5A4HO3cB7QFH1pJio7eJPN
30,0.685,0.529,-10.362,0.106,0.89,0.363,79.981,0.34,2,1,4,6FVL1EGTz7nWEzuUz6VpvF
31,0.522,0.211,-14.701,0.0481,0.594,0.0651,75.035,0.834,11,1,4,6viw5SPvjIBuAhqp8iL6hq
32,0.499,0.625,-7.418,0.0469,0.954,0.654,84.908,0.734,0,0,4,7HWM9W8rJ6Hj4sCGecvZCh
33,0.761,0.571,-7.708,0.062,0.868,0.893,150.036,0.365,1,1,4,1GcYL0osnHdo5j7PW3ufFs
34,0.488,0.335,-8.596,0.0683,0.906,0.256,224.536,0.602,8,1,1,3uxcX73X3YZlaGVeKzECjE
35,0.59,0.636,-9.569,0.0318,0.885,0.853,165.954,0.353,8,0,4,1X6Y4v1seN9P8uUj2VAwMr
36,0.766,0.152,-20.757,0.0587,0.861,0.248,140.091,0.838,8,1,4,4JXO0SJBFMKAVwRi5IJwFj
37,0.762,0.648,-9.949,0.0471,0.401,0.968,85.07,0.0321,8,1,4,0uTkC8q1PBpdco61GYuCNs
38,0.831,0.198,-16.467,0.337,0.74,0.164,83.983,0.943,0,1,4,7peXxoGUQw6hVftcKNIN6J
39,0.687,0.614,-6.017,0.0838,0.874,0.219,94.99,0.176,9,0,4,7ugkcHNMy9tjov6VMmLoKg
40,0.906,0.437,-6.721,0.435,0.871,0.809,90.052,0.0289,3,0,4,6fFFwljnWIsEHUVmqsfIJA
41,0.614,0.423,-10.965,0.0332,0.892,0.651,87.969,0.0404,6,1,4,6CEfKrDJPDNKHvnCcQjfkd
42,0.858,0.862,-8.433,0.101,0.891,0.809,99.994,0.0036,4,0,4,536t7TfyQE85kKEkjtIAe3
43,0.749,0.284,-10.731,0.113,0.937,0.669,75.006,0.871,0,0,4,12Wq2oMs3cC5X4kLib48AX
44,0.651,0.354,-12.098,0.0977,0.446,0.481,136.029,0.222,1,1,3,3pb6lOqe10g5OXtTyZA3Vb
45,0.627,0.14,-16.782,0.0832,0.861,0.508,163.898,0.968,2,1,4,74HsEuxWpgnH0osQ3LT7UP
46,0.782,0.423,-10.292,0.0544,0.846,0.314,159.988,0.438,7,0,4,2D6U1ScmjRJ5QLrYhMCQDe
47,0.828,0.407,-9.976,0.367,0.762,0.491,170.034,0.199,0,1,4,5zNXoNQMHEQYegSTnfn5Jo
48,0.758,0.331,-12.932,0.0859,0.786,0.706,80.012,0.698,0,0,4,4O7Tbtvbf1U25lMhkBa2wd
49,0.705,0.501,-8.953,0.288,0.0393,0.542,166.33,0.453,11,0,4,4BfOkMlyoev0VEN5ClXMby
50,0.651,0.625,-10.125,0.0437,0.949,0.357,159.978,0.867,4,0,4,10yzr6JwWrvxVuJnFKSe6B
51,0.827,0.291,-14.533,0.0494,0.869,0.171,89.993,0.604,11,1,3,6Cg95Z9BbsoylM4DKPF0qu
52,0.669,0.477,-9.158,0.124,0.897,0.122,83.73,0.574,11,0,4,4l9tBmE0kfF7pHQ0BavAGB
53,0.663,0.492,-8.873,0.216,0.544,0.388,169.996,0.38,2,1,4,7LiU8KqXyhzNOKaEZQncG5
54,0.651,0.791,-10.33,0.0775,0.899,0.467,89.983,0.659,6,1,4,1hc4YKpgFFFbK6YMuDXTnu
55,0.747,0.571,-6.985,0.119,0.888,0.71,89.96,0.0264,10,0,4,4FTWqP9PgQ24kmVctCWREf
56,0.706,0.229,-9.964,0.218,0.924,0.353,85.975,0.792,0,1,4,6gdDUUOVAlv1iIywKDRHZE
57,0.801,0.329,-9.571,0.306,0.852,0.406,87.942,0.311,6,0,4,2D2dkAz0unaWMCgSadf7Yp
58,0.799,0.484,-8.4,0.0907,0.916,0.552,87.02,0.722,11,0,4,2LWBOPGmgxCI9awFaBN5JL
59,0.726,0.369,-10.117,0.049,0.84,0.726,80.018,0.841,0,0,4,6qeMnGssbQmFZQ4NA9NPT2
60,0.797,0.263,-13.089,0.106,0.786,0.379,80.014,0.576,6,0,4,1tNwm7phOIMzGC1VO9Dggr
61,0.551,0.35,-12.139,0.061,0.93,0.374,68.018,0.806,0,1,4,1QNezn0xbaGoNsMiSNNJeO
62,0.543,0.602,-10.862,0.0646,0.867,0.527,84.985,0.00768,1,1,4,69oebUHeibzbgcD1MUsSsl
63,0.755,0.368,-12.653,0.172,0.839,0.616,146.0,0.117,5,1,4,6dtGKLkb3KjWffRKNDfrYu
64,0.404,0.322,-16.105,0.282,0.92,0.358,68.665,0.901,9,1,4,5tiP9vXHi7Z12WkGyup8zV
65,0.741,0.301,-11.255,0.0601,0.907,0.604,78.87,0.91,11,1,4,1kcXids1llWtkF7wTQ8HfL
66,0.726,0.607,-12.829,0.0878,0.903,0.814,169.951,0.783,6,0,4,68kgY2W1t6P0UcRcwZH0OP
67,0.716,0.485,-13.413,0.111,0.831,0.543,77.759,0.52,9,0,4,0cAx7XcK0FgWXNr2FD7xhc
68,0.672,0.757,-4.826,0.224,0.842,0.482,90.981,0.484,10,1,4,3EK9wi1Guh6qmKuPbjGKIC
69,0.766,0.659,-11.221,0.0943,0.925,0.626,81.988,0.954,3,1,4,5vMkAdCEgGVbPqmyFR9fB8
70,0.827,0.452,-9.352,0.049,0.96,0.672,89.989,0.803,7,0,4,0a2LxXM7I3nkbpz229aZeJ
71,0.721,0.557,-13.489,0.125,0.897,0.466,90.03,0.328,9,0,4,5ueBL4PSEp7B7TInLXxhFA
72,0.828,0.342,-10.22,0.0789,0.742,0.888,145.987,0.36,8,0,4,3OzKdBTO77CznB7mmxWheV
73,0.443,0.534,-6.601,0.0482,0.913,0.491,87.163,0.307,5,0,4,5swljGcGse2QRMLWji89yv
74,0.689,0.343,-8.091,0.0522,0.928,0.263,84.984,0.831,0,1,4,7CzwNHiknbQ5p7IinDOYwU
75,0.754,0.416,-14.061,0.0639,0.624,0.41,177.966,0.448,11,1,1,0eNvXPtQVgJbv0z8P1kzMi
76,0.591,0.54,-13.829,0.0366,0.879,0.565,95.987,0.319,4,0,4,5P4K1RXoqxuLalYxSQqgbA
77,0.77,0.473,-13.439,0.0772,0.752,0.315,168.018,0.283,2,0,4,3mBRiP2zOZZYBYenkbeHC4
78,0.721,0.487,-9.519,0.144,0.855,0.537,78.055,0.671,2,0,4,3QGeVTGNN77x4oQcUneQp5
79,0.846,0.167,-15.462,0.0515,0.782,0.335,90.008,0.826,3,0,4,7xMO3gsf52QohpGmPzBZgt
80,0.805,0.353,-12.347,0.0608,0.823,0.732,76.976,0.246,10,0,4,3FInpBbpMTFvx5P4zxJY8B
81,0.911,0.542,-13.108,0.0681,0.881,0.819,137.992,0.261,5,1,4,0UaZdtHWKecTHVOXlg2iHT
82,0.517,0.566,-9.49,0.0817,0.915,0.33,77.536,0.878,9,0,4,67ZzZ5axS4vv3HKb4052Ju
83,0.81,0.625,-7.757,0.111,0.879,0.675,88.985,0.674,5,1,4,1zvls0maQeLYZyIJwynbD1
84,0.783,0.37,-16.137,0.285,0.869,0.446,81.998,0.357,2,0,4,6DSf9cKxl9MS4hz4WjdBeq
85,0.748,0.627,-4.52,0.0742,0.868,0.52,82.004,0.845,7,0,4,7G4scWFcZcwVE1jRLuXLsf
86,0.763,0.783,-5.1,0.221,0.858,0.512,83.022,0.162,10,1,4,41V8oTrxIWOK9orYM2Aihk
87,0.656,0.672,-7.775,0.348,0.799,0.464,165.005,0.766,10,1,4,6b1YS18G8w8lxOWh7oD9rx
88,0.687,0.254,-10.445,0.0426,0.938,0.38,77.027,0.904,11,1,4,53ycakt4shH4wnZveJnagh
89,0.921,0.325,-8.343,0.0869,0.119,0.824,130.037,0.45,11,0,4,3TZ29GfSdOsQM7PYE6ROi8
90,0.915,0.664,-8.146,0.133,0.00352,0.513,150.152,0.33,2,0,4,3FxsIVEcew8ZHUXwEKTHpw
91,0.67,0.425,-8.684,0.0881,0.899,0.504,83.679,0.375,11,0,4,1OBQNbhJ8jysbZFnL4FnRB
92,0.734,0.17,-14.505,0.125,0.833,0.397,174.007,0.815,10,1,4,2WDwph9TcprpYQZkXUOaoI
93,0.66,0.219,-12.694,0.109,0.88,0.329,79.986,0.883,1,1,4,4XRWyxfFJQvJ62KubqR1Lr
94,0.505,0.443,-12.969,0.195,0.881,0.285,84.954,0.958,6,1,4,4zHwaIFk44nYXCN8tWkIue
95,0.576,0.33,-12.071,0.238,0.81,0.37,63.935,0.445,7,1,4,69Q3BvKjpIeCJkCcvPxs7R
96,0.8,0.306,-7.781,0.0416,0.859,0.559,90.013,0.358,9,1,4,6KEA0AhFQUafaUwQtw3VkR
97,0.845,0.4,-10.378,0.263,0.0086,0.488,175.902,0.643,10,0,4,2P13zPH8pL1bde7NvGI97V
98,0.691,0.469,-10.506,0.0458,0.912,0.414,79.994,0.936,6,1,4,2JpV38QF3kF1n4yfrX7Wa7
99,0.658,0.449,-14.113,0.0507,0.87,0.628,82.034,0.0522,3,1,4,5v4j4LiqW49SnYAwnJugw5
100,0.693,0.831,-4.265,0.132,0.879,0.319,82.007,0.236,11,1,4,2gRsbCDGfo7dz5MIeQZ04n
101,0.637,0.842,-4.713,0.0289,0.968,0.933,90.051,0.379,6,1,4,7F2Wan2OgGz9XB7oEBNQYO
102,0.719,0.469,-8.591,0.0819,0.594,0.182,169.975,0.269,5,0,4,0FtlCHERRq4C7hrgIqhIpJ
103,0.558,0.227,-9.879,0.0804,0.844,0.261,116.28,0.447,1,0,3,2AXqiVRL9dhZ47IDPiGR6H
104,0.834,0.364,-9.951,0.114,0.695,0.593,85.534,0.774,1,1,4,2ScMY1kpX6MZTeSBsOYtg5
105,0.726,0.461,-12.083,0.0284,0.824,0.34,126.994,0.0712,5,1,4,6hYRpvUvPlwJdXv1EtQiNz
106,0.758,0.381,-8.404,0.145,0.92,0.502,90.015,0.646,5,0,4,3yMiFGPgp7t7xvvm84Ji4j
107,0.703,0.375,-13.361,0.0385,0.694,0.676,87.988,0.0502,0,1,4,4W0IrD2VVLwxfsAgevJRgD
108,0.442,0.671,-10.52,0.0955,0.54,0.588,176.021,0.432,0,0,4,0FeZHrVcF4dJ664G38Qfb8
109,0.655,0.621,-13.083,0.0269,0.92,0.759,100.022,0.629,5,0,4,6Ags8HBI6GXgKzeR4iwrHz
110,0.729,0.636,-9.117,0.189,0.408,0.587,170.045,0.483,2,1,4,54G7nglEzYJdrIfCcur3El
111,0.79,0.457,-16.482,0.0863,0.886,0.576,102.021,0.724,10,0,4,69Go42QZw7dC2Ehl0pZhCi
112,0.69,0.261,-10.479,0.0469,0.95,0.531,88.021,0.775,2,1,4,4RHR237B71Bwl8ldOa2Jyi
113,0.727,0.469,-8.025,0.0419,0.944,0.591,96.996,0.306,6,1,4,5ZmTz0zMu1ENE9ksmNKuBi
114,0.651,0.613,-7.47,0.0297,0.889,0.516,89.997,0.301,9,0,4,0eb3ipy85WFgCcV0JZFL7y
115,0.846,0.295,-14.342,0.0864,0.752,0.716,79.971,0.437,0,1,4,3WOVGisKBJAaab268pcVSw
116,0.777,0.374,-11.997,0.067,0.922,0.529,150.046,0.869,9,1,4,0TisGOx1QUhgqRLRJntfwe
117,0.81,0.288,-8.961,0.0995,0.85,0.363,72.978,0.751,0,1,4,55G7LzvJNYZJiPFitg1g4y
118,0.776,0.347,-11.312,0.0606,0.772,0.225,149.899,0.419,7,0,4,4PqKF4AvWgQLDh7hUYdYtc
119,0.729,0.387,-12.048,0.0633,0.801,0.452,150.01,0.495,5,0,4,2oYlPGxZPPd6jer8rHO2mr
120,0.766,0.284,-10.905,0.0337,0.433,0.322,88.379,0.16,8,1,4,2Cs8pewxtu9mdHvX1eC64P
121,0.718,0.646,-8.211,0.275,0.234,0.812,80.233,0.457,8,0,4,1gr9Risxpt6BfHdu5VxtAx
122,0.818,0.448,-9.342,0.161,0.919,0.637,79.976,0.786,9,1,4,3Gzs37SLuzINUby4IAD0Hs
123,0.851,0.237,-10.349,0.235,0.884,0.699,81.995,0.187,6,1,4,4FO8ygXmPAxWeU8xX0JiVT
124,0.729,0.522,-6.309,0.0515,0.91,0.386,80.015,0.855,6,1,4,6NT3drJc597TCEIK8LMFka
125,0.827,0.382,-13.004,0.0584,0.921,0.701,140.194,0.341,11,0,4,6S1uhrWCT8WFV6z8f5P8Va
126,0.675,0.477,-11.497,0.0459,0.656,0.896,90.004,0.183,5,1,4,2J8gE4IMrJhOpKad0UgM25
127,0.667,0.652,-10.379,0.0476,0.815,0.514,149.995,0.513,5,1,4,6uA5tWVvj13MGLNxhHGxhr
128,0.649,0.11,-16.499,0.396,0.821,0.858,180.099,0.548,0,0,3,7K6XMQzUNiLQ3NIhCqBwU4
129,0.418,0.287,-9.749,0.0583,0.914,0.687,76.948,0.854,5,0,4,3t3KBPlKEIxUtk3h0DNQJn
130,0.586,0.655,-6.943,0.0575,0.813,0.501,160.04,0.591,9,1,3,493ggrfPQoWAiW3ewJBGRt
131,0.838,0.321,-12.505,0.0796,0.772,0.514,92.419,0.543,10,0,4,1uqbepnCPGf5eZZFKDKvQG
132,0.765,0.569,-9.715,0.0657,0.829,0.456,90.002,0.284,2,1,4,59KFxZW9JsG5ZCImfl037l
133,0.743,0.44,-14.213,0.0924,0.879,0.732,147.921,0.215,2,1,4,2Pb6ZuEm6FEfcGlqhHuqPN
134,0.796,0.411,-9.928,0.0366,0.915,0.337,81.01,0.936,6,0,4,65q3kfyuiECf7SyL4lL0oO
135,0.686,0.499,-10.212,0.0306,0.203,0.515,97.088,0.141,11,1,4,1Q6Yq87dBVj1BYaiOsjKph
136,0.623,0.19,-24.368,0.0538,0.93,0.253,78.014,0.886,2,1,4,2U93rBs3yVtgaXzsB0gvhr
137,0.694,0.4,-5.946,0.0499,0.793,0.683,89.975,0.913,1,0,4,40gdXSYMmhTw2TvD8J1TdY
138,0.666,0.399,-10.911,0.0511,0.759,0.248,84.015,0.243,10,1,4,51pGm8SzomGrEjBKzGQnYQ
139,0.807,0.256,-20.061,0.0527,0.673,0.576,98.99,0.677,6,0,4,5YAr1nEOeBQLsrqntj7Nyz
140,0.785,0.276,-10.876,0.364,0.884,0.808,160.099,0.189,9,1,4,0Dl6gERwFQMIEl2br6Dmcn
141,0.754,0.422,-12.66,0.294,0.215,0.517,160.227,0.0463,9,1,4,7uJKZCjiHRAde6xQm2Kx0Q
142,0.836,0.381,-10.25,0.0759,0.926,0.67,160.044,0.837,0,1,4,6T1zioLOmigDyfB3wyX2x6
143,0.728,0.642,-8.593,0.0743,0.845,0.838,89.977,0.572,11,1,4,7CFOFPykUPagxBUwa7D0AQ
144,0.744,0.577,-7.334,0.0582,0.583,0.211,146.062,0.742,10,1,4,5Wkh4tytIpCave04bDIr58
145,0.852,0.345,-13.822,0.202,0.928,0.879,85.04,0.735,7,1,4,5tjs8JIPAWEMXXt5WKSZbX
146,0.79,0.311,-9.712,0.186,0.832,0.139,146.033,0.441,0,1,4,4OY35K0SrR9HPqsEnAwt1b
147,0.785,0.476,-6.634,0.0522,0.894,0.544,86.979,0.18,8,0,4,04zAxdQmKHREESSIcHRF3K
148,0.684,0.441,-8.85,0.0737,0.919,0.403,163.999,0.894,2,0,4,52A1HqtgXF8ZFKTbX7UpFr
149,0.865,0.5,-10.715,0.0659,0.783,0.967,84.982,0.929,11,1,4,4b7vbNg9x0cgHjquvvhhZC
150,0.77,0.466,-8.411,0.15,0.863,0.752,100.052,0.377,2,0,4,5k1E56NzUXs2ikHijAmPtS
151,0.696,0.531,-6.782,0.0407,0.762,0.564,85.004,0.544,10,1,4,1Udz46QwM232xCfaGo4jZq
152,0.757,0.679,-9.74,0.0864,0.828,0.374,103.016,0.619,10,0,4,6nE6Gdm1JlMSS3mFfW2158
153,0.741,0.322,-12.015,0.0558,0.88,0.257,89.016,0.0613,11,0,4,3CIEoCUzOaYZ8lfuShGiU7
154,0.677,0.546,-9.937,0.0822,0.625,0.213,85.008,0.412,1,1,4,6H1OU7JVRSNaZXrVU6JQnt
155,0.629,0.414,-13.698,0.278,0.753,0.422,165.651,0.245,6,1,4,2CPrRvxxnaiSgujFmCsS82
156,0.735,0.367,-16.874,0.161,0.862,0.699,179.908,0.806,0,1,4,0uUfB7ntFR7lPofeqayndv
157,0.785,0.37,-8.834,0.152,0.75,0.785,69.96,0.894,1,1,4,2L388X897NmPNNiv6cuHUC
158,0.773,0.455,-12.827,0.0345,0.927,0.833,144.121,0.624,7,1,4,1yJR8z4s4lASBJ4wfMG8zc
159,0.833,0.33,-9.035,0.213,0.913,0.646,92.95,0.874,0,1,4,2bUGdtSMPBCMN7UMaBZ6u2
160,0.738,0.39,-11.94,0.0618,0.573,0.573,79.963,0.0975,0,0,4,7k2Ak8lgMI78whslvDzelR
161,0.778,0.271,-15.617,0.137,0.895,0.697,90.017,0.143,1,1,4,1y13EMiJqrssIW2zBp9W3b
162,0.559,0.29,-17.113,0.0349,0.675,0.132,80.023,0.876,0,1,4,75rp1L7To7bXQdrGb9e1JS
163,0.815,0.534,-7.975,0.391,0.199,0.543,80.898,0.383,0,1,4,2ZrUwNP8q29wg3VpvMI0t3
164,0.755,0.463,-11.754,0.0587,0.86,0.683,147.921,0.733,4,1,4,1iI5xkHbEOG5wche1o681q
165,0.733,0.321,-7.908,0.428,0.858,0.568,80.09,0.824,0,1,4,4JfGX1IKhN1sUP9IvagzjH
166,0.754,0.333,-10.201,0.0516,0.906,0.6,180.044,0.0116,4,0,4,2IacKGkDuWMKDDAVM3rKiT
167,0.619,0.685,-9.947,0.0544,0.744,0.742,94.015,0.206,1,1,4,6VaO8DOmTT5szsfejEKdgX
168,0.638,0.251,-14.995,0.0485,0.9,0.18,168.053,0.211,2,1,4,2Mhuiai4G6F55u2ABlgTfx
169,0.861,0.496,-7.245,0.0546,0.91,0.311,90.019,0.0702,9,1,4,0mOMXE3tHJqDHw6OmsXs5o
170,0.631,0.46,-8.28,0.167,0.947,0.553,82.244,0.72,2,0,4,17PROObHIS1XhbbG6tRTAn
171,0.71,0.33,-11.957,0.0488,0.759,0.137,89.95,0.613,2,1,4,6eDRVIrffCAnS5ToXJk81e
172,0.585,0.65,-9.54,0.256,0.814,0.67,72.561,0.398,2,1,4,6DVwiQukdfBBjUf2xhJzc6
173,0.779,0.674,-8.359,0.0431,0.884,0.837,83.997,0.623,9,1,4,74zTWV2U5WvSqbOt1l1atE
174,0.699,0.688,-8.048,0.0634,0.804,0.812,167.94,0.474,11,0,4,5AlnC8OAyRCObPgv0clFl0
175,0.667,0.576,-7.194,0.0294,0.797,0.817,96.082,0.00032,1,1,4,3i3aVOWyaNcEMIlnoSilGb
176,0.78,0.586,-10.491,0.0498,0.574,0.522,160.101,0.431,2,1,4,7LnYs3WmQFJvwAKWDHhfws
177,0.741,0.452,-10.592,0.0553,0.823,0.261,87.008,0.362,2,0,4,0mol5d2VyGgrqArkzguhWv
178,0.735,0.398,-5.888,0.0663,0.000233,0.525,79.01,0.0373,5,1,4,5ROGipdo5HwRSp3olANTFa
179,0.765,0.441,-8.573,0.0437,0.906,0.52,139.98,0.0541,0,0,4,3bo0u4LbwBpmyEfJcVP2Nw
180,0.85,0.333,-8.834,0.102,0.892,0.317,82.093,0.697,0,1,4,3gwrmMNE03XPOGf8PikAjX
181,0.703,0.744,-7.869,0.0832,0.733,0.608,93.034,0.681,10,0,4,3YAT7ZuCsfFQCF9DnQCpBB
182,0.748,0.597,-8.709,0.0557,0.86,0.588,85.014,0.88,11,1,4,1WIlD5lBycM71mpmPJEfJY
183,0.657,0.506,-9.847,0.116,0.91,0.295,176.017,0.838,3,0,4,4lv69NLbpOU0A2EACI4bEg
184,0.567,0.363,-9.178,0.251,0.786,0.552,174.074,0.943,4,1,4,6zAnUb1kRf2IyHMC0uIH6i
185,0.726,0.435,-10.104,0.0589,0.901,0.821,78.128,0.352,10,0,4,4CbhVp50fIwZlInji609vC
186,0.927,0.422,-13.495,0.0989,0.857,0.768,120.0,0.615,9,1,4,4aTsPXxE0UJV1kZMmUOBI8
187,0.842,0.77,-11.823,0.34,0.892,0.352,153.925,0.118,6,0,4,7CTGxw6PA0sBp8hV9e9BjQ
188,0.749,0.59,-8.841,0.0428,0.933,0.546,91.019,0.154,4,0,4,34smxR0kezmkToWNFvUEtU
189,0.694,0.395,-8.608,0.0453,0.913,0.312,85.004,0.23,9,0,4,2tZLbIeexd0Wpoa4f9YVEi
190,0.851,0.322,-12.28,0.0625,0.903,0.649,146.028,0.707,7,0,4,2IMBbincKzb9X0N3phueCk
191,0.574,0.562,-7.672,0.0366,0.892,0.23,175.835,0.0113,2,0,3,4MD7x2aG2Tcmx6fXDhC6pI
192,0.705,0.792,-3.485,0.0551,0.617,0.501,87.972,0.309,10,0,4,0tPEPFRjRO9C5dyZX1jurl
193,0.755,0.235,-10.763,0.125,0.792,0.355,79.953,0.977,6,1,4,6NGD01CPuqp51bQaqsFt7K
194,0.736,0.305,-9.568,0.0924,0.81,0.544,83.972,0.713,0,1,4,444lm679kTAXCPTaccUjRx
195,0.786,0.393,-9.731,0.267,0.88,0.771,84.995,0.291,5,0,4,04hAwr98yuWXu11xY6KHx8
196,0.683,0.334,-12.077,0.0339,0.839,0.184,79.935,0.567,5,1,4,6JKt1yjaWsG3IXNZrvEF55
197,0.63,0.566,-8.244,0.0458,0.855,0.582,138.155,0.0659,4,1,3,0bPfSzjE7X5LUuvdJkv481
198,0.708,0.291,-9.268,0.0528,0.878,0.244,84.999,0.546,9,1,4,1AadAbds0Iy5BwY5VZrhyg
199,0.76,0.534,-11.453,0.113,0.308,0.77,78.997,0.151,0,1,4,3KSfR7RFxDzpXXgVZTpvB2
200,0.765,0.52,-10.397,0.0723,0.935,0.699,85.991,0.645,5,0,4,5dcMlKN1C2ClRibYqMQ9K4
201,0.68,0.491,-8.675,0.0718,0.727,0.932,85.145,0.194,10,0,4,0bnRhmmGCWZAqwGHvjL5TA
202,0.664,0.4,-9.611,0.0285,0.813,0.406,78.016,0.327,1,0,4,11MUQKaRB8LwM5kB5SPGjT
203,0.353,0.444,-11.137,0.0638,0.919,0.115,178.303,0.295,10,1,3,7bjJRSF3xts6D99aJ5DN1X
204,0.674,0.269,-13.459,0.0514,0.902,0.632,85.987,0.896,1,0,4,5goFbQsBMTVrM5eSut1z4n
205,0.771,0.326,-10.485,0.0899,0.94,0.186,79.967,0.777,5,1,4,3t6XG8oYtSiLnvERIgLBMj
206,0.639,0.372,-16.795,0.472,0.906,0.282,71.732,0.96,11,0,3,6PslwiDDiwfIq5iuZ01Pm9
207,0.773,0.581,-11.181,0.464,0.841,0.534,90.724,0.844,2,1,4,4FjKXaAOnpf72mCwlalB6V
208,0.744,0.509,-4.597,0.0472,0.91,0.433,86.985,0.636,5,1,4,1CsyRF8KNY7c9hZezar55d
209,0.564,0.207,-11.813,0.125,0.689,0.198,74.433,0.949,5,0,1,4wNhZBHX5nljSBTCbf4Z0x
0,0.85,0.699,-3.292,0.0776,0,0.915,114.481,0.152,0,1,4,0cVyQfDyRnMJ0V3rjjdlU3
1,0.495,0.691,-4.989,0.0447,0.0033,0.299,123.051,0.0745,10,0,4,0dxp7DyPJEo6JhtnjUtBnN
2,0.744,0.789,-4.876,0.059,0.00144,0.866,116.985,0.0036,9,0,4,4OMJGnvZfDvsePyCwRGO7X
3,0.57,0.756,-3.394,0.0257,0,0.72,91.972,0.0497,5,1,4,5FQ77Cl1ndljtwwImdtjMy
4,0.568,0.827,-3.146,0.0366,0,0.479,94.974,0.0726,2,1,4,64jnWr7d0fgtycXQfyGBo7
5,0.552,0.702,-5.707,0.157,2.06e-05,0.564,169.994,0.117,9,1,4,1BxfuPKGuaTgP7aM0Bbdwr
6,0.711,0.809,-4.389,0.0955,0,0.816,106.017,0.0447,2,0,4,2KslE17cAJNHTsI2MI0jb2
7,0.673,0.722,-3.495,0.0755,0,0.519,117.187,0.0856,3,0,4,5aIVCx5tnk0ntmdiinnYvw
8,0.704,0.797,-5.927,0.0475,0.000745,0.825,139.994,0.0826,0,1,4,4h9wh7iOZ0GGn8QVp4RAOB
9,0.626,0.717,-6.028,0.0381,5.87e-05,0.363,90.081,0.143,7,1,4,36vmaZyO0iAE6FZ7287fg2
10,0.787,0.686,-4.37,0.0339,0,0.836,123.51,0.0893,6,0,4,2Zo1PcszsT9WQ0ANntJbID
11,0.801,0.806,-5.206,0.0381,0.000669,0.802,106.999,0.382,11,1,4,0WtM2NBVQNNJLh6scP13H8
12,0.743,0.837,-7.634,0.0633,2.86e-05,0.378,126.023,0.00288,5,0,4,4ZnkygoWLzcGbQYCm3lkae
13,0.586,0.891,-4.949,0.0456,0,0.759,156.036,0.0129,4,1,4,7reh67rES37v1n9grDX6HO
14,0.637,0.643,-6.571,0.0519,1.8e-06,0.533,97.008,0.13,4,1,4,0V3wPSX9ygBnCm8psDIegu
15,0.78,0.689,-5.668,0.141,9.69e-06,0.642,115.042,0.0368,7,1,4,1xzi1Jcr7mEi9K2RfzLOqS
16,0.61,0.571,-5.649,0.0782,0,0.747,105.01,0.00863,2,1,4,6iF4RgIjDvDqyW13PezSj3
17,0.729,0.763,-4.407,0.0363,1e-06,0.864,126.002,0.033,10,1,4,5iE3eUH2WGCXcE2xr6DEmU
18,0.768,0.714,-5.11,0.0401,0,0.842,131.443,0.352,10,1,4,5YqEzk3C5c3UZ1D5fJUlXA
19,0.838,0.525,-3.562,0.0665,1.92e-06,0.884,144.981,0.345,10,1,4,0QHEIqNKsMoOY5urbzN48u
20,0.714,0.728,-4.595,0.0468,0,0.901,114.996,0.298,10,1,4,1qEmFfgcLObUfQm0j1W2CK
21,0.725,0.221,-11.814,0.0918,7.83e-05,0.521,171.669,0.815,9,1,3,3b1LOYktJgqGoy3QMyhOCk
22,0.72,0.791,-4.689,0.124,0,0.756,102.071,0.0384,1,1,4,6FE2iI43OZnszFLuLtvvmg
23,0.898,0.732,-3.982,0.0427,1.29e-05,0.96,115.955,0.621,7,1,4,6maTPqynTmrkWIralgGaoP
24,0.775,0.662,-7.755,0.0408,0.0648,0.257,112.014,0.117,10,1,4,4nFrcGM7MY1mpoQCC7Kefj
25,0.747,0.867,-7.311,0.088,0.00413,0.684,124.015,0.582,0,1,4,3YgtkOxZsTuaZdL8McA1FQ
26,0.687,0.818,-4.221,0.0778,0,0.886,125.952,0.0112,0,1,4,7MIhUdNJtaOnDmC5nBC1fb
27,0.735,0.651,-9.25,0.112,0.000205,0.476,127.07,0.329,7,0,4,1ACFweuuvf6MHtptObgreR
28,0.584,0.684,-4.314,0.567,9.05e-05,0.72,210.164,0.312,10,0,4,3NRql0A1Ef4RCvT473iqgD
29,0.59,0.867,-4.053,0.0649,0,0.758,89.52,0.00721,4,1,4,0hIDcUm3mJEn4gNo2ocLM5
30,0.697,0.875,-4.621,0.034,0,0.774,140.069,0.137,5,1,4,5r43qanLhUCdBj8HN3fa6B
31,0.954,0.516,-5.817,0.16,7.54e-06,0.624,105.001,0.03,6,1,4,6UN73IYd0hZxLi8wFPMQij
32,0.584,0.915,-3.199,0.11,0.000155,0.57,181.882,0.00686,6,0,4,4vOoQh9MhS9pyrbvc8LyMz
33,0.601,0.713,-3.758,0.0449,0,0.464,122.872,0.0282,4,0,4,1WCEAGGRD066z2Q89ObXTq
