,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,id
112,0.744,0.766,-6.375,0.0265,0.0,0.61,127.966,0.0873,0,1,4,2H1047e0oMSj10dgp7p2VG
113,0.601,0.713,-3.758,0.0449,0.0,0.464,122.872,0.0282,4,0,4,1WCEAGGRD066z2Q89ObXTq
114,0.652,0.877,-2.986,0.0465,0.0,0.486,118.491,0.0227,1,1,4,5T7ZFtCcOgkpjxcuaeZbw0
115,0.672,0.578,-6.621,0.0569,0.0,0.548,113.945,0.469,9,1,4,1SN1vSPsr4V4tIUTR3s8YW
116,0.763,0.782,-4.541,0.0346,7.08e-06,0.502,127.034,0.182,7,0,4,3sa06xVNmLLYIxdNNmVQN8
117,0.673,0.735,-4.733,0.0457,0.0,0.754,115.744,0.286,5,1,4,4ofwffwvvnbSkrMSCKQDaC
118,0.853,0.599,-4.756,0.0411,7.93e-06,0.843,119.993,0.00334,7,1,4,0n4bITAu0Y0nigrz3MFJMb
119,0.621,0.82,-4.865,0.0367,0.0,0.452,144.905,0.332,10,1,4,22PMfvdz35fFKYnJyMn077
120,0.787,0.833,-4.403,0.0478,0.00747,0.796,123.97,0.018,8,1,4,6Dy1jexKYriXAVG6evyUTJ
121,0.824,0.587,-6.401,0.0937,0.000105,0.514,98.029,0.69,6,0,4,2N8m6CYs74qQO4mjVcXO30
122,0.652,0.812,-3.797,0.0409,3.01e-05,0.72,126.023,0.00125,3,0,4,3avYqdwHKEq8beXbeWCKqJ
123,0.798,0.675,-5.041,0.0442,0.0,0.842,101.956,0.0912,6,1,4,3HVWdVOQ0ZA45FuZGSfvns
124,0.693,0.678,-7.159,0.0324,5.71e-06,0.404,103.952,0.0151,8,1,4,6oJ6le65B3SEqPwMRNXWjY
125,0.794,0.793,-4.521,0.0842,0.0,0.677,123.941,0.0125,11,0,4,6WrI0LAC5M1Rw2MnX2ZvEg
126,0.598,0.786,-5.572,0.0383,0.0016,0.456,95.019,0.00253,2,1,4,4lIxdJw6W3Fg4vUIYCB0S5
127,0.425,0.954,-3.756,0.0476,0.0,0.933,178.043,0.00414,1,0,4,0Ph6L4l8dYUuXFmb71Ajnd
128,0.822,0.739,-4.541,0.0311,4.26e-05,0.745,118.992,0.0264,1,0,4,2x7MyWybabEz6Y6wvHuwGE
129,0.762,0.863,-3.689,0.0561,0.0,0.965,106.012,0.015,0,0,4,6s8nHXTJVqFjXE4yVZPDHR
130,0.747,0.716,-2.457,0.075,0.0,0.751,125.008,0.135,11,0,4,1oHNvJVbFkexQc0BpQp7Y4
131,0.682,0.72,-8.176,0.0382,0.0,0.649,116.988,0.321,11,0,4,6KL88T4Ma4ABXqzgUoEwkd
132,0.452,0.909,-3.977,0.0366,0.0603,0.805,124.623,0.0313,9,1,4,1v2zyAJrChw5JnfafSkwkJ
133,0.756,0.697,-6.377,0.0401,0.0,0.956,94.996,0.182,8,1,4,2DB4DdfCFMw1iaR6JaR03a
134,0.633,0.673,-6.403,0.258,0.0,0.659,86.776,0.297,6,0,4,2M9ULmQwTaTGmAdXaXpfz5
135,0.719,0.798,-4.582,0.0361,2.34e-06,0.591,120.011,0.0162,10,1,4,5jzKL4BDMClWqRguW5qZvh
136,0.776,0.875,-5.535,0.0575,0.0,0.849,111.988,0.0343,4,1,4,6rmXhRIemCTPyMYZRDN7Qg
137,0.583,0.732,-5.728,0.0457,9.86e-06,0.276,145.992,0.00312,11,0,4,6hmhG1b4LEyNuashVvuIAo
138,0.778,0.566,-6.959,0.0311,0.000197,0.479,117.971,0.672,2,0,4,3c8iiZGfEammKJuWTErE5x
139,0.867,0.517,-13.222,0.0875,0.000339,0.866,133.148,0.00456,11,0,4,1B75hgRqe7A4fwee3g3Wmu
140,0.634,0.69,-7.804,0.052,0.0,0.645,94.988,0.0771,6,1,4,6OtCIsQZ64Vs1EbzztvAv4
141,0.595,0.784,-4.878,0.102,0.0,0.479,124.111,0.216,1,1,4,5K6Ssv4Z3zRvxt0P6EKUAP
142,0.869,0.555,-5.984,0.0454,0.0,0.738,112.003,0.137,5,1,4,1qYKWcEOrh2tM8PlgIm8K1
143,0.794,0.711,-5.124,0.0699,0.0,0.955,174.915,0.3,8,0,4,1ExfPZEiahqhLyajhybFeS
144,0.707,0.629,-4.581,0.0563,1.6e-05,0.457,122.863,0.259,0,0,4,1x5sYLZiu9r5E43kMlt9f8
145,0.815,0.518,-6.594,0.0897,0.0,0.877,151.891,0.223,7,0,4,1tNJrcVe6gwLEiZCtprs1u
146,0.836,0.743,-6.305,0.0653,0.0,0.723,108.965,0.0974,10,0,4,6HMtHNpW6YPi1hrw9tgF8P
147,0.706,0.751,-6.323,0.0708,0.0,0.195,91.031,0.173,9,1,4,5vlEg2fT4cFWAqU5QptIpQ
148,0.738,0.794,-4.118,0.0416,0.0,0.566,104.014,0.101,11,0,4,7jEyX4bqaCSdMN4D4JNnVj
149,0.669,0.832,-5.721,0.0682,0.0,0.7,113.035,0.0106,0,1,4,1WkMMavIMc4JZ8cfMmxHkI
0,0.796,0.798,-6.312,0.0317,4.19e-05,0.942,116.032,0.034,1,1,4,6zSpb8dQRaw0M1dK8PBwQz
1,0.747,0.867,-7.311,0.088,0.00413,0.684,124.015,0.582,0,1,4,3YgtkOxZsTuaZdL8McA1FQ
2,0.739,0.586,-5.079,0.0472,0.000252,0.444,124.026,0.0245,10,0,4,1bgKMxPQU7JIZEhNsM1vFs
3,0.687,0.818,-4.221,0.0778,0.0,0.886,125.952,0.0112,0,1,4,7MIhUdNJtaOnDmC5nBC1fb
4,0.454,0.931,-4.083,0.0321,0.000623,0.462,137.945,0.238,11,1,4,3YfGTvsTAWGC2lgoDOikUz
5,0.578,0.912,-3.929,0.114,0.00362,0.68,127.87,0.0166,1,1,4,40SBS57su9xLiE1WqkXOVr
6,0.644,0.879,-5.204,0.0761,6.91e-06,0.808,126.935,0.00423,6,0,4,6xp1u6ZEHXX8DxJIFFrVoP
7,0.665,0.738,-5.931,0.0379,0.00598,0.0389,125.037,0.0124,0,0,4,3nEHrvNNtgLv9rneTAYVr4
8,0.621,0.785,-4.499,0.11,5.92e-06,0.779,123.96,0.0165,6,1,4,1RF02Cf80mTaeNXG2P2boR
9,0.747,0.616,-9.76,0.0324,0.116,0.908,131.975,0.176,3,0,4,5u4hhtZ7f4rWkMZEZcTKrH
10,0.763,0.782,-4.541,0.0346,7.08e-06,0.502,127.034,0.182,7,0,4,3sa06xVNmLLYIxdNNmVQN8
11,0.736,0.906,-7.589,0.048,0.585,0.698,137.001,0.164,0,1,4,39JofJHEtg8I4fSyo7Imft
12,0.747,0.822,-6.373,0.0721,0.132,0.578,129.994,0.00353,3,0,4,787Y2idwCU2Rk60Prv4wpr
13,0.571,0.937,-3.365,0.033,3.71e-05,0.607,148.979,0.0337,6,1,4,3JlHRjPt2TNB9h7VFf0im2
14,0.73,0.907,-3.72,0.0606,0.114,0.249,120.968,0.0921,2,1,4,2cSdAkzAf2T4j4aLvx4LLz
15,0.686,0.892,-3.186,0.0498,7.11e-06,0.752,126.03,0.0577,10,0,4,2LxdNADWier3MKTei8FbOY
16,0.689,0.788,-4.978,0.084,0.0,0.656,122.968,0.07,8,1,4,1M8U7UHu9rhwumTu8IrqeD
17,0.628,0.997,-1.7,0.0706,0.0101,0.158,127.963,0.031,2,1,4,2f2dRxjiUOoV5qhZFbnVO6
18,0.733,0.96,-3.597,0.0295,0.00199,0.811,124.01,0.0514,7,1,4,0vR2rIVORmgeKiGIgNT0fV
19,0.643,0.714,-5.504,0.0486,2.85e-06,0.205,120.027,0.00444,2,0,4,1GL7vwDnPqCnJ2xGNxNLwG
20,0.643,0.585,-5.994,0.0369,0.0,0.188,106.015,0.225,2,1,4,21H0pUV2uPIPcFnFhgTBjo
21,0.621,0.747,-5.084,0.0337,0.000194,0.426,124.015,0.222,11,1,4,3LEgGAl9zLcQWGTp7ptqtQ
22,0.679,0.762,-4.253,0.0316,0.23,0.511,105.407,0.00469,10,0,4,0L3XCv9i9IHs8cJEVhsJ3J
23,0.673,0.839,-6.787,0.0373,0.416,0.24,125.03,0.0177,9,0,4,5OLSGox6JVpAyEQuoSYRcs
24,0.573,0.736,-6.882,0.0435,0.0,0.185,126.014,0.0616,11,1,4,3ec1mgb7R6yhRvzp3DaTus
25,0.539,0.708,-6.189,0.0976,0.0,0.381,123.039,0.0129,5,1,4,0JpEMzTHbt2zBIXrntrXzG
26,0.773,0.74,-8.169,0.0386,0.00183,0.504,124.014,0.0627,7,0,4,4CUX44NA1CPEzd0ibMLQsL
27,0.69,0.847,-4.565,0.0374,0.041,0.49,124.015,0.0145,6,1,4,1ap4zdsBydWPSXJqDBqtNL
28,0.602,0.823,-5.392,0.0714,0.0,0.518,126.034,0.0119,6,0,4,09rcsC6M15EZPbCVmrqUYK
29,0.53,0.807,-5.348,0.147,2.75e-06,0.263,127.991,0.000532,6,1,4,1Kmth9jEjaymopjSRBmtkz
30,0.75,0.797,-4.826,0.118,0.0,0.523,105.949,0.293,0,1,4,4RAR8g8fZNB106ezUurnE0
31,0.692,0.856,-2.963,0.0351,1.15e-05,0.963,125.99,0.0746,1,0,3,0QZyAYqpbsfnBfZ4vMRSVd
32,0.677,0.732,-5.028,0.031,0.227,0.242,126.018,0.0113,7,0,4,587xXusqiMW9gSXkNK8Zxf
33,0.878,0.875,-4.923,0.0658,3.42e-05,0.84,124.006,0.0507,1,1,4,7g7OshelYRRnOSEMmisJVI
34,0.785,0.86,-5.902,0.0368,0.179,0.787,130.013,0.00013,7,1,4,33o5QF5ZEAllqV4jDnRYu7
35,0.588,0.804,-5.594,0.0428,0.0,0.381,124.055,0.00265,6,1,4,2DVvsgWrZ4rUjupdRGYEXK
36,0.683,0.977,-2.582,0.106,0.0109,0.884,129.996,0.00372,6,0,4,5zA3gMIFlgnhNQj39GcTqE
37,0.636,0.936,-2.65,0.0729,0.0,0.415,124.034,0.177,7,0,4,4qtdkdTY1t3RmlmSbWykzR
38,0.817,0.876,-7.485,0.046,0.199,0.671,131.022,0.0332,8,0,4,0hJfuyUwtEYMlGgvr3nzz9
39,0.648,0.775,-4.798,0.0694,0.0,0.371,128.072,0.0561,5,1,4,46E2xeKBLrxS8hJ37Gq35G
40,0.738,0.936,-3.451,0.219,0.707,0.27,127.022,0.00151,4,0,4,5jOhS3S7vTj9yQ4UmEk8qj
41,0.591,0.921,-5.572,0.0656,0.00512,0.436,140.063,0.00261,11,0,4,3aNxfCcd9EohIxKmcQv1zn
42,0.624,0.966,-3.155,0.041,4.84e-06,0.758,124.984,0.0729,6,0,4,5MnmuLgPmsAFkmG5n85cna
43,0.691,0.906,-4.458,0.171,0.0,0.657,119.978,0.072,0,1,4,7j57nadsCph2KI9eYuaum8
44,0.8,0.771,-6.638,0.123,0.0,0.886,118.991,0.0531,10,0,4,4WIaDYUIlXsHi4yMF596aI
45,0.706,0.77,-6.224,0.0653,1.84e-05,0.967,117.075,0.397,10,0,4,5kyJ6sznnWACqHbw65p34Q
46,0.821,0.781,-4.465,0.0397,0.0191,0.434,137.017,0.00563,0,1,4,4iAADGCKIR9GkLGvAHfZUS
47,0.699,0.785,-5.082,0.264,0.0289,0.642,126.106,0.0184,8,1,4,3D3fw7H4zK3S6prSBncAkt
48,0.601,0.879,-2.673,0.0353,0.0,0.589,124.013,0.0313,2,0,4,6oYXbji1rn7U6bFuNYekpQ
49,0.687,0.924,-7.324,0.0361,0.228,0.931,126.018,0.0707,9,0,4,1Rnx52PUuhrLrj306hOZHb
50,0.812,0.796,-10.548,0.0356,0.921,0.961,125.976,0.00826,8,1,4,5krhFNgUcYHwXlNPJJYzFM
51,0.692,0.846,-5.72,0.0559,2.91e-05,0.827,124.007,0.0194,8,1,4,3FN7IJMnUMWZXDw08ix3ot
52,0.782,0.728,-6.568,0.146,7.9e-05,0.602,122.035,0.00245,5,1,4,3yZsBXwiQkqLjnWYip17Uu
53,0.716,0.853,-3.254,0.03,0.000268,0.593,124.014,0.00812,9,0,4,6p8uRRGziFLcA3QDvWxEPM
54,0.712,0.796,-6.325,0.0486,1.44e-05,0.605,125.994,0.0422,0,1,4,5yPEJ4UF90Km4KmLl2h4EE
55,0.728,0.95,-4.216,0.0977,0.00386,0.812,124.003,0.0055,11,0,4,2hLczPN5CH5qhc6J4WBJHs
56,0.657,0.816,-4.819,0.168,0.0,0.584,120.092,0.101,0,0,4,4xWyU0pUsm25vh4v4omUkC
57,0.65,0.801,-5.624,0.0764,0.00239,0.605,125.008,0.0257,8,0,4,28pQcTJag5xFasUq2fw9PK
58,0.678,0.931,-5.813,0.0867,0.0275,0.346,130.021,0.00159,5,1,4,2sLVs5iX0osogh4jcsAJkv
59,0.567,0.865,-5.482,0.0674,0.0026,0.509,126.996,0.0449,2,1,4,5PXZlm9dBDA8dBXxle5Da8
60,0.629,0.917,-2.095,0.0964,0.0,0.627,124.024,0.0273,6,0,4,1TytykMo9zFzNdRbqTxfep
61,0.596,0.743,-4.149,0.0302,2.37e-06,0.531,125.883,0.0696,6,1,4,3wfNiPBrzDwuanE75Ar6pS
62,0.668,0.85,-4.327,0.0698,5.93e-05,0.796,123.064,0.0014,11,0,4,7wkTF8cHGCurrfNATqvJLc
63,0.777,0.737,-5.86,0.0351,0.379,0.891,123.993,0.0421,11,0,4,0LbZxI8FZU1E48EqF9XgC0
64,0.831,0.632,-5.727,0.0421,0.00247,0.419,120.01,0.00838,1,1,4,67uiBfnqH39zmGWU63NxhS
65,0.534,0.714,-6.347,0.0629,0.0,0.415,125.99,0.00633,6,0,4,6bp0sJ0l3Ab3ZU0aktsYCf
66,0.786,0.718,-6.292,0.04,0.000977,0.525,123.951,0.00519,0,0,4,102rhgJ5PEFt62e0PumSF2
67,0.803,0.935,-4.915,0.032,0.191,0.738,124.008,0.0145,4,0,4,05QGJav2nGJ9qdQ3vG9A9t
68,0.737,0.837,-6.448,0.054,0.0,0.575,118.998,0.223,4,0,4,6iZ2inFhxOuHKxOlTwwhZq
69,0.653,0.978,-4.868,0.0589,0.714,0.756,122.017,0.0151,9,0,4,1BMFet4vUoOgpLYIl3kVMQ
70,0.566,0.689,-5.326,0.119,0.0,0.337,140.163,0.0914,11,0,4,1IYlFAw4SThAoRx5DWwAjT
71,0.788,0.945,-5.091,0.0599,2.97e-06,0.466,128.036,0.223,9,1,4,50ZFpw2wS6ERvLmW8TINhq
72,0.558,0.715,-5.231,0.0375,0.0,0.297,127.001,0.0667,9,1,4,4UQy41kC5LjzwQuiuWOpwA
73,0.737,0.682,-4.2,0.0383,0.00916,0.393,126.028,0.0714,7,0,4,6oELcspL4BONtElLhJfBPI
74,0.763,0.684,-6.776,0.136,0.000182,0.745,129.063,0.0756,11,1,4,0cTDPvlLlj1T3WwUMzX6Uq
75,0.727,0.822,-4.481,0.0471,0.000175,0.855,118.092,0.0698,5,0,4,4KqA0GwEKbc96WyfIZn3SV
76,0.809,0.765,-4.758,0.0484,0.327,0.613,128.005,0.069,1,1,1,0FBdJP7yzvq88bG1keGgt4
77,0.61,0.765,-4.914,0.172,1.05e-06,0.243,125.028,0.175,3,1,4,6a8LfgC5aAaHNhsQcGQY1r
78,0.768,0.896,-3.501,0.0969,0.0,0.829,109.959,0.0152,6,0,4,5PQFmB2xhRkJTUWDKccBoP
79,0.853,0.804,-4.829,0.0497,1.54e-06,0.29,120.03,0.0323,7,1,4,1gRBmiwyf7vRj2MNRvngqQ
80,0.764,0.84,-4.311,0.0596,0.0777,0.67,126.03,0.00834,5,1,4,7qhFWlQpahKJT9LcL6qTH4
81,0.75,0.85,-5.925,0.0501,0.00351,0.877,122.04,0.0451,7,0,4,7sMYJtxTHZKCDr48rAoA4J
82,0.648,0.795,-5.67,0.0433,0.0,0.364,100.032,0.0275,0,1,4,326yOKaTPs91elL1KW794F
83,0.865,0.752,-6.565,0.053,0.0,0.922,117.981,0.0409,6,1,4,3qiC3jOnRNvOxD4m0erBRs
84,0.645,0.889,-4.333,0.0394,0.000241,0.175,123.057,0.06,5,1,4,1TRmgkGE0EdfjjAovbMpTk
85,0.668,0.943,-4.333,0.0977,0.00102,0.341,122.983,0.00887,9,0,4,0LOjVJaTDqXyu37cjUYpT2
86,0.662,0.794,-4.239,0.0533,0.0,0.641,104.951,0.171,6,1,4,3pBv3LfvfPft2TqHleqKHo
87,0.681,0.727,-8.106,0.0547,0.000197,0.551,124.997,0.000708,11,0,4,2GAIcRjMNkAiLaoXbNm0VW
88,0.641,0.788,-5.817,0.05,0.0,0.782,147.947,0.149,5,1,4,7hmdTvWQgw2p8aG26MIdCO
89,0.624,0.94,-3.671,0.163,0.00409,0.882,128.014,0.000983,11,0,4,20b1ZBMGOZjuGvNFncIIP7
90,0.692,0.845,-5.928,0.0543,0.0639,0.158,123.014,0.0116,7,0,4,5d3Wbdgw3zIf8B5eGXznLL
91,0.765,0.672,-8.114,0.0377,0.348,0.342,126.02,0.00948,11,1,4,7Iv0928rZ28KjivhAJPqfC
92,0.537,0.964,-2.677,0.0552,0.00138,0.509,125.992,0.018,5,0,4,2w1rG2MPE4vF77znvevuz5
93,0.572,0.951,-4.566,0.0504,0.0529,0.276,123.984,0.00373,6,0,4,5PY9fTLp4MPXsbeRouS8gd
94,0.584,0.955,-4.197,0.0507,0.00243,0.486,128.04,0.101,7,0,4,0KG7XrgM20KEmJrKsyFDAm
95,0.563,0.83,-3.765,0.0365,0.0,0.41,129.948,0.022,5,1,4,2KTO4mRnARHCqXhV8f6MBj
96,0.566,0.704,-8.003,0.0752,3.25e-05,0.429,124.933,0.0461,11,0,4,4uoSxzvEVMcDsIK0aHZFAv
97,0.648,0.843,-6.695,0.033,0.0723,0.745,124.996,0.0567,2,0,4,2MAjcMaiYJdwFT3oAYLo03
98,0.672,0.881,-3.142,0.0447,0.0,0.68,122.012,0.0588,9,0,4,41za80kTVaQpZwtPfPtPYB
99,0.776,0.614,-7.666,0.0488,0.0,0.43,120.003,0.18,2,1,4,7kEh6jNlJOAhC0lv6XV3iw
100,0.774,0.851,-6.621,0.0438,0.03,0.463,130.023,0.0346,0,1,4,1EdmLWe4HDbrw5CM0bOnxS
101,0.688,0.91,-4.496,0.0456,1.07e-05,0.77,119.024,0.00286,0,0,4,1BXAyGazbybUVNQ0VmGsdl
102,0.663,0.971,-3.014,0.0771,0.00379,0.683,132.049,0.0204,4,1,4,17E3lZxFJnO49Gb0tdgVn0
103,0.666,0.906,-4.938,0.0446,0.000346,0.659,120.94,0.0196,0,1,4,2KN5wY5R4gXbka8wB2kXh8
104,0.803,0.764,-5.233,0.0387,0.000703,0.614,122.014,0.0339,5,1,4,3lWQgPeo8TrZZQT4qPScxg
105,0.725,0.824,-6.398,0.0445,0.655,0.598,124.049,0.00527,4,0,4,2BoPkeahovHxCSfmmlEl26
106,0.631,0.942,-2.98,0.0373,2.31e-06,0.451,124.944,0.0155,4,1,4,69wzXH2xyoQCaMydQ45rUt
107,0.58,0.895,-5.224,0.0396,0.0117,0.356,116.953,0.099,3,0,4,1SldN7GTd0ADTjspv96wCl
108,0.48,0.952,-3.643,0.246,0.0286,0.634,131.956,0.0966,11,0,4,2gTF3yPxvDpW2EAYbOVeIt
109,0.614,0.837,-6.504,0.0397,0.0631,0.0524,122.958,0.0266,2,1,4,1cVOEbvsf7N9Su4kZXFcYB
110,0.633,0.901,-6.741,0.0474,0.21,0.506,130.058,0.00484,6,1,4,2ODIVQXwaezpchs1LGE4CV
111,0.613,0.882,-4.963,0.0449,0.0,0.255,125.975,0.0223,5,0,4,2TSU0Ti5e5beL9mYlHbYQu
112,0.705,0.938,-2.684,0.0753,3.26e-06,0.614,127.971,0.0256,9,1,4,1UNYQXk8b0GPbupETN4IHL
113,0.87,0.532,-7.101,0.0951,8.65e-05,0.358,121.986,0.127,7,0,4,5w7sO0tWXMmctwKnJZu24v
114,0.713,0.81,-5.108,0.0457,0.0,0.747,124.036,0.115,0,1,4,7kG1Lv9NFFtvvUeyYHLG7R
115,0.658,0.908,-8.071,0.186,0.0198,0.45,123.92,0.0335,4,0,4,5kVXjAxYDkN57tZQi0JKya
116,0.674,0.924,-4.943,0.102,6.09e-06,0.811,123.04,0.0143,0,0,4,0yM2YvOGR3cBIoWBeFdtmS
117,0.601,0.947,-6.398,0.0468,0.000584,0.669,132.987,0.00322,10,1,4,4z2ZZU3skkejktx83PbKiR
118,0.521,0.927,-4.63,0.036,0.0138,0.0429,128.05,0.00307,10,1,4,0KU8W0lHfsNlH7lfV1dz29
119,0.764,0.654,-8.372,0.0385,0.386,0.579,120.036,0.205,2,1,4,2tMIzKu3vXQzvbDShxjbmu
120,0.686,0.814,-6.122,0.036,0.000196,0.48,123.002,0.00896,6,0,4,4peF3yGZAZfeOFDahi6Ig5
121,0.72,0.908,-3.467,0.0745,0.00716,0.916,127.896,0.00133,0,0,4,7quk6gEs1XOu8LOO6iaDZJ
122,0.502,0.554,-5.788,0.0317,0.0,0.512,125.786,0.0353,10,1,4,6wnzt59p7i8cAyuWl1avwr
123,0.67,0.73,-4.677,0.145,0.00104,0.367,123.978,0.0742,7,1,4,19awxNpyrGWGkM6wT6ULEi
124,0.401,0.786,-6.455,0.055,0.0065,0.264,134.87,0.367,1,0,4,6VpRQDOM7nQ6viuVUSXWGn
125,0.755,0.896,-7.18,0.119,0.701,0.267,124.999,0.0024,9,0,4,5ozhK7GvUKSNSr1LrclYM2
126,0.487,0.878,-4.733,0.11,4.17e-05,0.327,126.137,0.0117,2,1,4,7kQusuDe5nkQqqa6xMKFGF
127,0.687,0.939,-5.836,0.114,0.0275,0.301,130.037,0.0399,1,0,4,7t7ozrjWAqQPyvBZPoVbdQ
128,0.637,0.947,-5.116,0.0361,0.678,0.562,126.003,0.0602,1,1,4,3uD3HzG6tO8lWUIKtJKcxA
129,0.558,0.883,-4.463,0.0368,0.0,0.307,123.918,0.0256,5,1,4,0pMD1V0QbqSD7RhJmxDDJ9
130,0.784,0.879,-4.846,0.0567,0.4,0.501,127.983,0.00562,2,1,4,0TAIIxetpsMUEPOHZkQO9J
131,0.474,0.777,-6.516,0.0639,0.00367,0.8,121.941,0.138,9,1,4,5ugYo7xM632grP29JqjxZa
132,0.373,0.824,-5.554,0.0421,0.0,0.43,123.948,0.0131,9,1,4,39GX8fhLrxiPcNAMgZhWUa
133,0.713,0.849,-7.776,0.0674,7.72e-05,0.373,123.988,0.275,11,1,4,5p0aallQlnYrQmHI10BASz
134,0.587,0.826,-5.728,0.148,0.000131,0.274,122.02,0.0134,8,1,4,7cujJQPxdHeDz5mKLmv0bu
135,0.601,0.711,-4.353,0.0611,0.0,0.512,127.948,0.0808,3,0,4,3LR2EPyj36gxYgCYbC0au0
136,0.702,0.731,-5.193,0.0556,0.00022,0.541,125.034,0.0148,10,0,4,3NQ2JBHK5OAzblu8z5KUVj
137,0.747,0.712,-5.73,0.0651,0.172,0.327,124.008,0.0576,7,0,4,5OlgbvkngYf6dibaafcqcO
138,0.693,0.845,-3.27,0.0348,1.84e-06,0.498,125.009,0.0127,9,1,4,1h4zfNDe8UapUvTuaDsTuM
139,0.639,0.878,-4.041,0.091,7.31e-06,0.842,124.994,0.00937,3,1,4,0KF938333oCvIXDxe72K44
140,0.708,0.836,-5.887,0.0649,0.0303,0.844,129.969,0.00803,2,0,4,0pIlTYYCiY7FcTunLkEjUb
141,0.554,0.93,-4.646,0.0768,0.535,0.431,126.015,0.0024,5,0,4,4MyPLcBTpqfXZJKcUhMXOg
142,0.631,0.841,-4.284,0.0434,0.00049,0.366,124.998,0.0306,5,1,4,5Yg3kRGlB8UB6Sa8Fq4njc
143,0.768,0.861,-3.44,0.0666,0.354,0.725,125.997,0.0276,1,0,4,3IfCmk4YbYwaOqtsd4iZqm
144,0.51,0.833,-3.857,0.0602,0.768,0.701,126.978,0.00224,0,1,4,3uO4nLDiJMH2DkixEFcHIN
145,0.668,0.725,-6.345,0.0685,0.00227,0.352,100.016,0.00674,5,1,4,0ccnGefiTLZYOdHTB7ut1D
146,0.602,0.831,-5.462,0.136,0.0,0.401,138.09,0.0288,0,1,4,2iMkjgaR9bg6lZrjIcrZj5
147,0.792,0.779,-6.61,0.0604,4.54e-05,0.76,120.004,0.065,1,0,4,22t8PQeP5klRoguomM4wZp
148,0.713,0.906,-2.299,0.14,6.31e-05,0.733,124.033,0.0176,1,1,4,6aEtOtuVYBDfR07qJm8wB3
149,0.646,0.769,-4.911,0.0409,1.27e-05,0.275,126.123,0.0105,6,1,4,1AhiOzObMBqfonJDKtirj9
0,0.567,0.758,-7.76,0.065,0.823,0.287,172.049,0.539,4,1,4,501Cc7uHAE8rUkE1ey5P5k
1,0.804,0.325,-7.839,0.0828,0.86,0.813,92.033,0.591,4,0,4,6EmXNRPhpf4ZSqVXkJqUiH
2,0.783,0.4,-8.558,0.0414,0.894,0.424,87.996,0.871,8,1,4,7GIBH22qY9MFfnoZZtBn4P
3,0.808,0.547,-7.97,0.0608,0.876,0.505,80.039,0.388,5,1,4,5wTr5jU2T9JIkvP3TdJNaL
4,0.739,0.277,-14.284,0.12,0.893,0.638,84.985,0.841,7,1,4,6lAh5CErP733AMCPR83AUB
5,0.717,0.621,-5.628,0.102,0.765,0.702,163.953,0.0511,8,1,4,1pzOWECKHnMy5UrKeJduNB
6,0.833,0.271,-10.017,0.0551,0.896,0.857,85.0,0.813,5,0,4,4HKdPsYjadAjbyExkfHckS
7,0.669,0.605,-7.379,0.0818,0.659,0.456,175.951,0.514,11,0,4,08WZNyUHHNTRPC10hFGonN
8,0.738,0.328,-12.498,0.0473,0.888,0.352,90.04,0.757,11,1,4,4VlopfgRJ11tEPbSTM7XoC
9,0.553,0.395,-16.693,0.109,0.926,0.487,79.975,0.818,11,1,4,2NDAiSSorPzaQ7i5sx4dDI
10,0.746,0.473,-11.555,0.067,0.65,0.515,83.013,0.699,8,1,4,56YXAsG8CaTI1XCaHlpLIw
11,0.726,0.277,-11.501,0.0462,0.915,0.687,99.996,0.7,7,1,4,5TkKcXv3hkVsVKAc3x4Xjz
12,0.793,0.301,-10.789,0.0803,0.949,0.39,90.01,0.902,9,0,4,1H86TtgCH7wlztTQjIJCXo
13,0.616,0.536,-9.727,0.0403,0.946,0.199,139.862,0.885,0,1,4,1Cqj266QvBLBNNhRFfupDj
14,0.781,0.354,-8.968,0.0953,0.946,0.763,159.949,0.722,4,0,4,4NFpLeNabRQZa5ri80KRcA
15,0.681,0.456,-9.956,0.0554,0.461,0.316,90.0,0.816,6,1,4,0fgfMLWGx2JzJ7CSByfBH9
16,0.712,0.293,-12.192,0.0715,0.786,0.413,77.08,0.845,0,0,4,6UFRV34euOz5X7sCfJgGyV
17,0.811,0.538,-9.875,0.159,0.918,0.794,80.058,0.82,1,0,4,0X574TlCOR4SEtcg9tU8IC
18,0.774,0.461,-9.117,0.0545,0.902,0.668,92.553,0.639,0,1,4,4SWNsSXHBxrwaOr4yP8xV5
19,0.55,0.299,-8.047,0.0511,0.903,0.178,164.087,0.424,4,1,4,2TixM05WePykQVfmxs1ojS
20,0.531,0.325,-14.37,0.153,0.975,0.341,80.007,0.852,9,1,4,2TdkjlncY2p0VM4HxavJY9
21,0.795,0.566,-5.939,0.153,0.935,0.701,169.983,0.5,1,1,4,7GtYYBupIPtnzdmviZyLfR
22,0.652,0.48,-15.453,0.041,0.811,0.507,84.992,0.83,10,1,4,22vdcp24KUkLemk06PCpIP
23,0.684,0.222,-14.83,0.0561,0.81,0.112,81.006,0.799,11,0,4,7kwAL5UuICpQmqDZolVacx
24,0.604,0.197,-15.12,0.0469,0.935,0.243,89.889,0.934,3,0,4,5kh6cDKfut5E1J8mP8dX0Y
25,0.76,0.482,-9.272,0.0988,0.796,0.296,74.988,0.287,1,0,4,7lVQF7EPlV3AK3AFqCklp6
